제목,가사,가수,발매일,좋아요수,장르
사랑 반 눈물 반,"사랑 반 눈물 반
인생이란 그런 거잖아
믿어왔던 그 정도 그 사랑도
한순간의 물거품이지
흩어지는 모래알처럼
부서진 옛사랑을
뼛속 깊이 사무치는 그리움 안고
애원한들 못 오는 사람아
밤하늘의 저 별들은
내 마음 알까
지지배배 저 새들도
내 마음 알까
사랑 반 눈물 반
사랑 반 눈물 반
인생이란 그런 거잖아
믿어왔던 그 정도 그 사랑도
한순간의 물거품이지
흩어지는 모래알처럼
부서진 옛사랑을
뼛속 깊이 사무치는 그리움 안고
애원한들 못 오는 사람아
밤하늘의 저 별들은
내 마음 알까
지지배배 저 새들도
내 마음 알까
사랑 반 눈물 반
사랑 반 눈물
눈물 반",이상호,2021.02.14,89,성인가요/트로트
나야 나,"바람이 분다 길가에 목롯집
그냥 가긴 서운하잖아
바람이 분다 길가에 목롯집
그냥 가긴 서운하잖아
나 한 잔 자네 한 잔 권커니
한 번은 내 세상도 오겠지
아자
내가 뭐 어때서 나 건들지 마
운명아 비켜라
이 몸께서 행차하신다
때로는 깃털처럼 휘날리며
때로는 먼지처럼 밟히며
아자
하루를 살아냈네
나야 나야 나
나야 나야 나
밤늦은 골목길 외쳐보아도
젖은 그림자 바람에 밀리고
거리엔 흔들리는 발자국
어둠은 내리고 바람찬데
아자 괜찮아 나 정도면
나 건들지 마 운명아 비켜라
이 몸께서 행차하신다
때로는 깃털처럼 휘날리며
때로는 먼지처럼 밟히며
아자
하루를 살아냈네
나야 나야 나
나야 나야 나
밤늦은 골목길 외쳐보아도
젖은 그림자 바람에 밀리고
거리엔 흔들리는 발자국
어둠은 내리고 바람찬데
아자 괜찮아 나 정도면
아자 괜찮아 나 정도면
아자",장민호,2021.02.16,"1,909",성인가요/트로트
사랑아,"혼자서 불러보는
가슴 아픈 그 이름눈물이 새어 나올까 봐
입술을 깨물고
또다시 다짐한 듯
가슴을 펴보지만홀로 남겨진 내 모습이
더욱 초라해져

사랑아 그리운 내 사랑아 이렇게 아픈 내 사랑아 얼마나 아프고 아파해야
아물 수 있겠니

또다시 다짐한 듯
가슴을 펴보지만홀로 남겨진 내 모습이
더욱 초라해져

사랑아 그리운 내 사랑아 이렇게 아픈 내 사랑아 얼마나 아프고 아파해야
아물 수 있겠니


사랑아 그리운 내 사랑아

사랑아 미련한 내 사랑아
버릴 수 없는 내 욕심에
못다 한 사랑이 서러워서
또 이렇게 운다

얼마나 아프고 아파해야 이 상처가 내 가슴이
아물 수 있겠니

사랑아 사랑아
내 사랑아",김산하,2021.03.20,79,성인가요/트로트
톡톡 쏘는 남자,"꽃잎에 날아왔다 벌처럼 쏘고 간
당신은 무정한 남자
향기어린 내 가슴이 피기도 전에
어느새 멍이 들었네
아 돌아서면 냉정한가요
눈물도 없는 건가요
톡톡 쏘는 남자 무정한 남자
톡톡 쏘는 남자 독한 그 남자
사랑은 달콤해도 사랑은 달콤해도
남자는 못 믿겠더라
꽃잎에 날아왔다 벌처럼 쏘고 간
당신은 무정한 남자
향기어린 내 가슴이 피기도 전에
어느새 멍이 들었네
아 돌아서면 냉정한가요
눈물도 없는 건가요
톡톡 쏘는 남자 무정한 남자
톡톡 쏘는 남자 독한 그 남자
사랑은 달콤해도 사랑은 달콤해도
남자는 못 믿겠더라
여자도 못 믿겠더라",김희재,2021.03.23,"2,436",성인가요/트로트
울고 넘는 박달재,"천둥산 박달재를
울고넘는 우리임아
물항라 저고리가
굵은 비에 젖는구려
왕거미 집을 짓는
고개마다 구비마다
울었소 소리쳤소
이 가슴이 터지도록
이 가슴이 터지도록
천둥산 박달재를
울고넘는 우리임아
물항라 저고리가
굵은 비에 젖는구려
왕거미 집을 짓는
고개마다 구비마다
울었소 소리쳤소
이 가슴이 터지도록
울었소 소리쳤소
이 가슴이 터지도록",장민호,2021.04.06,"1,797",성인가요/트로트
달의 몰락 (울랄라세션 Ver.),"나를 처음 만났을 때도
그녀는 나에게 말했지
탐스럽고 이쁜 저 이쁜 달
나랑 매일 만날 때에도
그녀는 나에게 말했어
탐스럽고 이쁜 달이 좋아
그녀가 좋아하던 저 달이
그녀가 사랑하던 저 달이 지네
달이 몰락하고 있네
나를 무참히 차 버릴 때도
그녀는 나에게 말했지
탐스럽고 이쁜 저 이쁜 달
나랑 완전히 끝난 후에도
누군가에게 또 말하겠지
탐스럽고 이쁜 달이 좋아
그녀가 좋아하던 저 달이
그녀가 사랑하던 저 달이 지네
달이 몰락하고 있네
그녀가 좋아하던 저 달이
그녀가 사랑하던 저 달이 지네
달이 몰락하고 있네
지네 달이 몰락하고 있네",영탁,2021.04.20,"4,972",성인가요/트로트
갑이야,"당신이 시키면 나는 한다
당신이 갑이니까
나는 나는 평생 을로 살래
당신이 갑이니까
당신이 오라면 나는 간다
당신이 갑이니까
나는 나는 평생 을로 살래
당신이 갑이니까
노예도 좋아 비서도 좋아
마당 쓰는 머슴도 좋아
당신 없인 살 수 없는 내 인생
이 한 몸 부서질래
당신이 갑이야 갑이야
당신 말이 법이야 법이야
누가 뭐래도 난 그렇게 살 거야
당신은 한 평생 곁에서
밥만 먹여 주면 돼
당신이 갑 당신이 갑이야
당신이 시키면 나는 한다
당신이 갑이니까
나는 나는 평생 을로 살래
당신이 갑이니까
당신이 오라면 나는 간다
당신이 갑이니까
나는 나는 평생 을로 살래
당신이 갑이니까
노예도 좋아 비서도 좋아
마당 쓰는 머슴도 좋아
당신 없인 살 수 없는 내 인생
이 한 몸 부서질래
당신이 갑이야 갑이야
당신 말이 법이야 법이야
누가 뭐래도 난 그렇게 살 거야
당신은 한 평생 곁에서
밥만 먹여 주면 돼
당신이 갑 당신이 갑이야
당신이 갑이야 갑이야
당신 말이 법이야 법이야
누가 뭐래도 난 그렇게 살 거야
당신은 한 평생 곁에서
밥만 먹여 주면 돼
당신이 갑 당신이 갑이야
당신이 갑 당신이 갑이야",장민호,2021.05.04,"1,838",성인가요/트로트
어느 아버지의 인생,"인생이란 두글자에 수많은 사연
사연마다 제목붙혀 노래을 만들면
사흘밤낮 노래해도 못다할 노래들
이것이 우리네 인생인가요
어릿광대 춤추듯이 살아온 세월들
뜬구름 잡으려고 발버둥쳣지
이제는 모두가 꿈같은 이야기
세월의 흔적을 지우지못해
눈물의 술잔을 든다
인생이란 두글자에 수많은 사연
사연마다 제목붙혀 소설을 쓴다면
사흘밤낮 얘기해도 못다할 이야기
이것이 우리네 인생인가요
서산위에 걸터앉아 지는 저 해는
황혼빛을 남기고 사라지는데
이제는 모두가 꿈같은 이야기
세월의 무개를 이기지못해
두어깨가 서글프구나
눈물의 술잔을 든다",이애란,2021.05.12,30,성인가요/트로트
당신의 의미,"당신 사랑하는 내 당신
둘도 없는 내 당신
당신 없는 이 세상은
아무런 의미가 없어요
가지 마세요 가지 마세요
나를 두고 가지 마세요
당신 위하여 입은 앞치마에
눈물이 젖게 하지 마세요
당신 사랑하는 내 당신
둘도 없는 내 당신
당신 없는 내 인생은
아무런 의미가 없어요
당신 사랑하는 내 당신
둘도 없는 내 당신
당신 없는 이 세상은
아무런 의미가 없어요
가지 마세요 가지 마세요
나를 두고 가지 마세요
당신 위하여 입은 앞치마에
눈물이 젖게 하지 마세요
당신 사랑하는 내 당신
둘도 없는 내 당신
당신 없는 내 인생은
아무런 의미가 없어
아무런 의미가 없어요
아무런 의미가 없어요",김의영,2021.05.19,264,성인가요/트로트
로꾸거!!!,"로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말
아 많다 많다 많다 많아
다 이뿐 이뿐 이뿐이다
여보게 저기 저게 보여
여보 안경 안보여
통술집 술통 소주만 병만주소
다 이심전심이다 뽀뽀뽀
아 좋다 좋아 수박이 박수
다시 합창합시다
로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말
장가간가장시집간집시
다 된장국 청국장된다
아 좋다 좋아 수박이 박수
다시 합창합시다
어제도 거꾸로 오늘도 거꾸로
모든 건 거꾸로 돌아가고 있어
내일이 와야해
행복의 시계가
째깍째깍 돌아가겠지
째깍 째깍 째깍
원투 쓰리 포 파이브 식스 GO
로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말
장가간가장시집간집시
다 된장국 청국장된다
아 좋다 좋아 수박이 박수
다시 합창합시다
어제도 거꾸로 오늘도 거꾸로
모든 건 거꾸로 돌아가고 있어
내일이 와야해
행복의 시계가
째깍째깍 돌아가겠지
째깍 째깍 째깍
원 투 쓰리 포 파이브 식스 GO
로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말
아 좋다 좋아 수박이 박수
다시 합창합시다
로꾸거 로꾸거 로꾸거 말해 말
로꾸거 로꾸거 로꾸거 말해 말",이찬원,2021.06.01,"4,188",성인가요/트로트
청포도 사랑,"파랑새 노래하는
청포도 넝쿨 아래로
어여쁜 아가씨여 손잡고 가잔다
그윽이 풍겨주는 포도향기
달콤한 첫사랑의 향기
그대와 단둘이서 속삭이면
바람은 산들바람 불어준다네
파랑새 노래하는
청포도 넝쿨 아래로
그대와 단둘이서 오늘도
맺어보는 청포도 사랑
파랑새 노래하는
청포도 넝쿨 아래로
어여쁜 아가씨여 손잡고 가잔다
파랗게 익어 가는 포도열매
청춘이 무르익은 열매
희망은 하늘높이 핀 무지개
구름은 꿈을 싣고 두둥실 떴네
파랑새 노래하는
청포도 넝쿨 아래로
그대와 단둘이서 오늘도
맺어보는 청포도 사랑",김다현,2021.06.02,285,성인가요/트로트
다짐,"오 그때 내가 아니야
니 얼굴만 봐도 눈물짓던
그런 표정 하지마
잔인한 너에게 후회뿐야
널 우연히 만나면
나의 달라진 모습을
너 보여주면 혹시 내게
다시 돌아 올까 봐
하지만 끝난 거야
니가 나를 잊는데
도움만 됐을 뿐
오히려 헤어진 게
잘됐다고 안심했을 너야
오 그때 내가 아니야
니 얼굴만 봐도 눈물짓던
그런 표정 하지마
잔인한 너에게 후회뿐야
널 우연히 만나면
나의 달라진 모습을
너 보여주면 혹시 내게
다시 돌아 올까 봐
하지만 끝난 거야
니가 나를 잊는데
도움만 됐을 뿐
오히려 헤어진 게
잘됐다고 안심했을 너야",김희재,2021.09.14,"1,860",성인가요/트로트
농사꾼,"꾼꾼꾼 나는야 농사꾼
꾼꾼꾼 당신만의 사랑꾼
살아가다 힘이 들면 짐꾼이 되어줄게
나는 나는 사랑의 농사꾼
저 푸른 초원 위에 그림같은
집을 짓고 사랑하는 그대와
행복하게 살고 싶네 나를 위해
모든 것을 희생해준 당신의
마음속에 사랑 씨앗 심어야지
봄이면 씨앗 심고 벼꽃이
피어나면 가을엔 풍년이구나
꾼꾼꾼 나는야 농사꾼
꾼꾼꾼 당신만의 사랑꾼
살아가다 힘이 들면 짐꾼이 되어줄게
나는 나는 사랑의 농사꾼
나는 나는 사랑의 농사꾼
저 푸른 초원 위에 그림 같은
집을 짓고 사랑하는 그대와
행복하게 살고 싶네 나를 위해
모든 것을 희생해준 당신의
마음속에 사랑 씨앗 심어야지
봄이면 씨앗 심고 벼꽃이
피어나면 가을엔 풍년이구나
꾼꾼꾼 나는야 농사꾼
꾼꾼꾼 당신만의 사랑꾼
살아가다 힘이 들면 짐꾼이 되어줄게
나는 나는 사랑의 농사꾼",한태웅,2022.03.01,241,성인가요/트로트
가슴은 알죠,"우리 이제 정말 끝인가요 정말
그대와 나 우리 서로 남이 되나요
되돌릴 순 없죠 그럴 수는 없는 거죠
무너지는 나의 가슴이
이별이 맞다 하네요
그대는 괜찮은가 봐요
이대로도 괜찮은가요
그대의 두 눈에 비친 내 모습
눈물로 젖어 드는데
사랑이 이토록 아픈데도 그댈 찾아요
이 아픔조차 그대를
모질게 떠난 그댈 잊었다해도
가슴은 기다립니다
그대는 괜찮은가 봐요
이대로도 괜찮은가요
그대의 두 눈에 비친 내 모습
눈물로 젖어 드는데
사랑이 이토록 아픈데도 그댈 찾아요
이 아픔조차 그대를
모질게 떠난 그댈 잊었다해도
가슴은 기다립니다
사랑이 이토록 아픈데도 그댈 찾아요
이 아픔조차 그대를
모질게 떠난 그댈 잊었다해도
가슴은 기다립니다
가슴은 기다립니다",후니용이,2022.06.10,36,성인가요/트로트
봉숭아꽃물,"새끼손가락 물든 봉숭아 꽃물
세월가면 지워 지는데
내 가슴에 붉게 물든 당신의 정은
아직도 남아 있네요
눈물로 지워보고 세월로 퍼내봐도
지울 수 없어 줄어들지가 않아
사랑이 이런건가요
정이란 이런건가요
애를 써도 잊을 수 없어
아아아아아 봉숭아꽃 피는 밤
나도 몰래 눈물이 난다
새끼손가락 물든 봉숭아 꽃물
세월가면 지워 지는데
내 가슴에 붉게 물든 당신의 정은
아직도 남아 있네요
눈물로 지워보고 세월로 퍼내봐도
지울 수 없어 줄어들지가 않아
사랑이 이런건가요
정이란 이런건가요
애를 써도 잊을 수 없어
아아아아아 봉숭아꽃 피는 밤
나도 몰래 눈물이 난다
나도 몰래 눈물이 난다",최향,2022.06.15,61,성인가요/트로트
이놈의 사랑,"사랑아 오지 말아라
이 나쁜 사랑아
두 번 다시 하지 않을래
그까짓 사랑 하지 않을래
스치고 간 바람이더라
울렸다 달랬다 야속한 사랑
내 가슴만 울리고 가네
아 사랑이란 이런건가요
그 사람이 너무 미워요
이놈의 사랑을 이놈의 사랑을
저 구름아 데려가다오
사랑아 오지 말아라
이 나쁜 사랑아
두 번 다시 하지 않을래
그까짓 사랑 하지 않을래
스치고 간 바람이더라
울렸다 달랬다 야속한 사랑
내 가슴만 울리고 가네
아 사랑이란 이런건가요
그 사람이 너무 미워요
이놈의 사랑을 이놈의 사랑을
저 구름아 데려가다오
이놈의 사랑을 이놈의 사랑을
저 구름아 데려가다오",이소나,2022.06.16,45,성인가요/트로트
노란 샤쓰의 사나이,"노오란 샤쓰 입은 말없는 그 사람이
어쩐지 나는 좋아 어쩐지 맘에 들어
미남은 아니지만 씩씩한 생김생김
그이가 나는 좋아 어쩐지 맘이 쏠려
아아 야릇한 마음 처음 느껴 본 심정
아아 그이도 나를 좋아하고 계실까
노오란 샤쓰 입은 말없는 그 사람이
어쩐지 나는 좋아 어쩐지 맘에 들어
아아 야릇한 마음 처음 느껴 본 심정
아아 그이도 나를 좋아하고 계실까
노오란 샤쓰 입은 말없는 그 사람이
어쩐지 나는 좋아 어쩐지 맘에 들어
그이가 나는 좋아 어쩐지 맘에 들어",정서주,2022.09.26,48,성인가요/트로트
서울의 모정,"희망의 새 아침이 밝아오면은
발걸음 가벼운 태양의 거리
푸르른 하늘을 쳐다보면서
오늘도 그대와 둘이서
남산의 오솔길을 걸어가면서
그리운 그 노래를 불러봅니다
흘러가는 강물 영원한 사랑
변함없는 내 사랑 그대여
그리운 서울 정다운 마음
반짝이는 눈동자
그리운 서울 불타는 가슴
언제 언제까지나
성당의 종소리가 들리는 저녁
네온의 바다에서 꿈을 꾸었네
물결에 흔들리는 조각배처럼
행복한 명동의 거리
그리운 서울 정다운 마음
반짝이는 눈동자
그리운 서울 불타는 가슴
언제 언제까지나
그리운 서울 정다운 마음
반짝이는 눈동자
그리운 서울 불타는 가슴
언제 언제까지나
그리운 서울 정다운 마음
반짝이는 눈동자
그리운 서울 불타는 가슴
언제 언제까지나
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라
랄랄라 랄라 랄랄랄랄라",Xdinary Heroes,2022.12.10,167,성인가요/트로트
아미새(MR),"아름답고 미운새 아미새 당신
남자의 애간장만 태우는 여자
안 보면 보고 싶고 보면 미워라
다가서면 멀어지는 아름다운 미운새
아미새 아미새
아미새가 나를 울린다
신기루 사랑인가 아미새야 아미새야
간다고 말만 하면 눈물 흘리네
떠나려면 정을 주는
아름다운 미운 새
아미새 아미새
아미새가 나를 울린다
신기루 사랑인가 아미새야 아미새야
아미새야 아미새야",최우진,2022.12.23,18,성인가요/트로트
자갈치 아지매 (MR),"흥남 부두 돌아 돌아
국제시장 돌고 돌아
소리 내어 울었네
소리 내어 불렀네
당신을 찾아 헤맸네
반짝반짝 반짝이는
항구의 작은 별들아
우리 엄마 계신 곳까지
나를 나를 데려가다오
영도다리 난간 위에서
남포동 뒷골목에서
자갈치 아지매가
목놓아 부르는 이름
엄마 엄마 엄마를 찾는
자갈치 아지매
흥남 부두 돌아 돌아
국제시장 돌고 돌아
소리 내어 울었네
소리 내어 불렀네
당신을 찾아 헤맸네
반짝반짝 반짝이는
항구의 작은 별들아
우리 엄마 계신 곳까지
나를 나를 데려가다오
영도다리 난간 위에서
남포동 뒷골목에서
자갈치 아지매가
목놓아 부르는 이름
엄마 엄마 엄마를 찾는
자갈치 아지매
영도다리 난간 위에서
남포동 뒷골목에서
자갈치 아지매가
목놓아 부르는 이름
엄마 엄마 엄마를 찾는
자갈치 아지매
자갈치 아지매",김정민,2023.01.25,6,성인가요/트로트
눈물 잔,"잊었다 잊었다고
거짓말 또 거짓말
눈물처럼 넘친 술잔
그 속에 너의 이름 세 글자
술이 뭐냐 사랑이 뭐냐
인생이 다 무어냐
달고도 쓰더라 한잔
마셔보니 짜더라
눈물 같은 사랑이여
지웠다 지웠다고
혼잣말 또 혼잣말
눈물처럼 비운 술잔
그 속에 추억이란 두 글자
술이 뭐냐 사랑이 뭐냐
인생이 다 무어냐
달고도 쓰더라 한잔
마셔보니 짜더라
눈물 같은 사랑이여
달고도 쓰더라 한잔
마셔보니 짜더라
눈물 같은 사랑이여
눈물 같은 인생이여",무룡,2023.02.20,13,성인가요/트로트
빗속의 연인들,"비가 내리네 비가 내리네
비가 내리네 비가 내리네

바람부는데 해 바람부는데
비가오는데 해 비가오는데
우산도 없이 거니는 연인들

사연이 무엇이길래 저토록 비를 맞으며
헤어질 줄 모르고 걸어가고 있을까

바람부는데 해 바람부는데
비가오는데 해 비가오는데
우산도 없이 거니는 연인들

비가 내리네 비가 내리네
비가 내리네 비가 내리네

바람부는데 해 바람부는데
비가오는데 해 비가오는데
우산도 없이 거니는 연인들

사연이 무엇이길래 저토록 비를 맞으며
헤어질 줄 모르고 걸어가고 있을까

바람부는데 해 바람부는데
비가오는데 해 비가오는데
우산도 없이 거니는 연인들
거니는 연인들 거니는 연인들.",정훈희,1972.07.04,50,성인가요/트로트
구로 아가씨,"기숙사 창틈으로 달빛이 스며들면
두고온 고향하늘 보고싶은 그얼굴
낮이면 공단에서 인생의 나래펴고
밤에는 야학에서 내일을 설계하는
나는야 꿈도 많은 구로 아가씨
그누가 타향살이 외롭다 말했던가
고향처럼 아늑한 정이지 않는가
어쩌다 소꼽동무 옛생각 스칠때면
수줍어 미소짓는 보람의 나루터
나는야 꿈도 많은 구로 아가씨",정수라,1983.09.05,29,성인가요/트로트
그리울텐데,"잊은 줄 알았었지 옛사랑 그대
기억에 강 저편에 묻은 줄 알았어
그렇게 세월만큼 남겨진 그 모습이
가슴에 그 과거를 흔들어 놓았어
추억을 못있어서 그리던 그대
지금에 내 눈앞에 다시 서 있네
그 때가 이제는 될 수가 없어
사랑하고 싶어도
이래선 안 되는 건데
그런데도 그리울 텐데
잊은 줄 알았었지 옛사랑 그대
기억에 강 저편에 묻은 줄 알았어
그렇게 세월만큼 남겨진 그 모습이
가슴에 그 과거를 흔들어 놓았어
추억을 못있어서 그리던 그대
지금에 내 눈앞에 다시 서 있네
그 때가 이제는 될 수가 없어
사랑하고 싶어도
이래선 안 되는 건데
그런데도 그리울 텐데
그런데도 그리울 텐데",남진,2019.06.03,60,성인가요/트로트
맨발의 청춘,"이렇다할 빽도비젼도
지금 당장은 없고
젊은 것 빼면 시체지만
난 꿈이 있어
먼 훗날 내 덕에 호강할
너의 모습 그려봐
밑져야 본전 아니겠니
니 인생 걸어보렴
용하다는 도사
그렇게 열나게 찾아다닐 것 없어
두고봐 이제부터 모든 게
원대로 뜻대로 맘대로 잘 풀릴걸
속는 셈치고 날 믿고 따라 줘
니가 보는 지금의 나의 모습
그게 전부는 아니야
멀지않아 열릴거야 나의
전성시대
갈 길이 멀기에 서글픈
나는 지금 맨발의 청춘
나 하지만 여기서 멈추진
않을거야
간다 와다다다다
그저 넌 내 곁에 머문 채
나를 지켜보면 돼
나 언젠간 너의 앞에 이 세상을
전부 가져다 줄거야
기죽지는 않아
지금은 남들보다 못해도
급할 건 없어 모든 일엔
때가 있는 법
먼 훗날 성공한 내 모습
그려보니 흐뭇해
그날까지 참는거야 나의
꿈을 위해
길고 짧은 건 대봐야지
지금은 비록 내가
보잘것 없지만 나도 하면 돼
뚜껑을 열어봐야 알지 벌써
포기는 왜 해
그렇다면 이건 사랑도 아냐
니가 보는 지금의 나의 모습
그게 전부는 아니야
멀지않아 열릴거야 나의
전성시대
갈 길이 멀기에 서글픈 나는
지금 맨발의 청춘
나 하지만 여기서 멈추진
않을거야
간다
그저 넌 내 곁에 머문 채
나를 지켜보면 돼
나 언젠간 너의 앞에 이 세상을
전부 가져다 줄거야
오직 믿는 건 배짱뿐
가진 것 하나 없이 폼잰다지만
나 젖 먹던 힘 다해 내
꿈을 이룰거야
간다
어차피 인생은 한판의 멋진
도박과 같은 것
자 맨발에 땀나도록 뛰는 거야
내 청춘을 위하여",장민호,2020.07.03,"2,379",성인가요/트로트
미안 미안해,"미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
아름답던 시절 행복했던 추억
이젠 모두 끝이야
추억속에 앉아 혼자 울지말고
어서 빨리 일어나
행복 찾아서 꿈을 찾아서
저 멀리 떠나야해
나는 너를 사랑했지만 이제는 싫어
나는 너를 좋아했지만 이제는 싫어
버스 떠난 거리에서 손을 왜 들어
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
아름답던 시절 행복했던 추억
이젠 모두 끝이야
추억속에 앉아 혼자 울지말고
어서 빨리 일어나
행복 찾아서 꿈을 찾아서
저 멀리 떠나야해
나는 너를 사랑했지만 이제는 싫어
나는 너를 좋아했지만 이제는 싫어
버스 떠난 거리에서 손을 왜 들어
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해
미안 미안해 미안 미안해
너를 두고 여기 떠나려니 미안해",정동원,2020.12.11,"3,513",성인가요/트로트
오늘밤에+카스바의 여인,"오늘 밤에 아무도 모르게
너랑 둘이서 둘이서 사랑을 할 거야
오늘 밤에 아무도 모르게
둘이서 하는 불장난
담배연기 희미하게
자욱한 카스바에서
이름마저 잊은 채 나이마저 잊은 채
춤추는 슬픈 여인아
외로움을 달래려고
찾아온 카스바에서
어디에서 본 듯한 한 번쯤은 만난 듯한
춤추는 슬픈 여인아
그날 그 카스바에 그날 그 자리에서
처음 만나 사랑을 하고
낯설은 내 가슴에 쓰러져
한없이 울던 그 사람
오늘 밤도 눈물에 젖어
춤추는 카스바의 여인
그날 그 카스바에 그날 그 자리에서
처음 만나 사랑을 하고
낯설은 내 가슴에 쓰러져
한없이 울던 그 사람
오늘 밤도 눈물에 젖어
춤추는 카스바의 여인
춤추는 슬픈 여인아 카스바
카스바
춤추는 카스바의 여인
낯설은 내 가슴에 쓰러져
한없이 울던 그 사람
오늘 밤도 눈물에 젖어
춤추는 카스바의 여인
춤추는 카스바의 여인","서울 클라쓰(차수빈,설하윤)",2020.12.27,79,성인가요/트로트
그대 내게 다시올까요,"밤하늘에 그대 모습 그리다
그 추억들이 남아서
지우려고 잊으려고도 했지만
여전히 그대로 내요
스치듯 지나간 사랑에
베인듯이 점점 아파오네요
그리워 두눈을 감고 견뎌내도
잊혀지지 않는 그대란 사람
아 무너지는 이 가슴
그대는 내곁을 떠나네요
밤하늘에 소리쳐 이름 불러보면
그대 내게 다시올까요
달빛아래 그대 모습 빛치면
그 기억들이 남아서
떠나려고 돌아서려고 했지만
여전히 그자리 내요
스치듯 지나간 사랑에
베인듯이 점점 아파오네요
그리워 두눈을 감고 견뎌내도
잊혀지지 않는 그대란 사람
아 무너지는 이 가슴
그대는 내곁을 떠나네요
밤하늘에 소리쳐 이름 불러보면
그대 내게 다시올까요
그대 내게 다시올까요",이도진,2022.02.24,186,성인가요/트로트
그 순간,"그 순간 잊어버려야 할 그 순간
그대는 떠나버리고
나는 어디로 가야 하나
그 전엔 너와 난 파란 꿈을 꾸며
아무도 없는 곳에서
우리는 사랑 했었지
고요한 밤이 오면
별처럼 빛나던 그대의 눈
밤하늘 별빛처럼 웃음 짓던
그대의 얼굴
아아 아 아아아아아아
아 아아아아아아
너무나 아름답던
그대의 그 모습이여
하지만 언제인가 전화벨 소리는
자꾸만 들려오고 그 전화 받는 순간
떨리는 목소리로 헤어져야 한다는
그대의 말 한마디 그대의 말 한마디
난 슬픔에 빠져버렸네
까만 내 눈엔 눈물이 자꾸 고이네
고요한 밤이 오면
별처럼 빛나던 그대의 눈
밤하늘 별빛처럼
웃음 짓던 그대의 얼굴
아아 아 아아아아아아
아 아아아아아아
너무나 아름답던 그대의 그 모습이여
하지만 언제인가 전화벨 소리는
자꾸만 들려오고 그 전화 받는 순간
떨리는 목소리로 헤어져야 한다는
그대의 말 한마디 그대의 말 한마디
난 슬픔에 빠져버렸네
까만 내 눈엔 눈물이 자꾸 고이네
까만 내 눈엔 눈물이 자꾸 고이네
까만 내 눈엔 눈물이 자꾸 고이네
까만 내 눈엔 눈물이 자꾸 고이네",김범룡,2022.05.02,37,성인가요/트로트
가라지 (MR),"간다면 누가 너를
못 보낼 줄 알고
가라지 누가 너를
잡을 줄 알고
이렇게 날 울리고 가면
발걸음 꽤나 가볍겠다
이렇게 날 버리고 가면
마음 꽤나 편하겠다
너 괴롭고 나 괴로운 것을
왜 왜 너는 모르니
너 떠나면 나 외로운 것을
넌 넌 뻔히 알잖니
간다면 누가 너를
못 보낼 줄 알고
가라지 누가 너를
잡을 줄 알고
너 괴롭고 나 괴로운 것을
왜 왜 너는 모르니
너 떠나면 나 외로운 것을
넌 넌 뻔히 알잖니
간다면 누가 너를
못 보낼 줄 알고
가라지 누가 너를
잡을 줄 알고
잡을 줄 알고",손태진,2023.01.18,70,성인가요/트로트
당신이 원하신다면 (MR),"당신이 원하신다면
저 하늘의 별을 따다 바치오리다
당신이 원하신다면
저 하늘의 달을 따다 바치오리다
수많은 사람 중에
하고 많은 사람 중에
하필이면 나를 만나
고생만 하는 당신
조금만 기다려줘
조금만 기다려줘
행복하게 해줄 거야
당신을 사랑하니까
당신이 원하신다면
내 마음의 별을 따다 바치오리다
당신이 원하신다면
내 마음의 달을 따다 바치오리다
수많은 사람 중에
하고 많은 사람 중에
하필이면 나를 만나
고생만 하는 당신
조금만 기다려줘
조금만 기다려줘
행복하게 해줄 거야
당신을 사랑하니까
조금만 기다려줘
조금만 기다려줘
행복하게 해줄 거야
당신을 사랑하니까
당신을 사랑하니까",박현호,2023.02.01,54,성인가요/트로트
