제목,가사,가수,발매일,좋아요수,장르
님이 좋아,"님이좋아 꽃이 좋아
꽃보다 님이좋지
저하늘에 꽃구름이 흘러가면
님의 향기 그리워져요
돌아와줘요 묻지않을께
당신없인 살수가 없어
꽃구름 그림자에 맺은그사람
지금은 어디로 갔나
님이좋아 꽃이 좋아
꽃보다 님이좋지
저하늘에 꽃구름이 흘러가면
님의 향기 그리워져요
돌아와줘요 용서않을께
당신없인 살수가 없어
꽃구름에 그림자에 맺은그사람
지금은 어디로 갔나
지금은 어디로 갔나",이수진,2011.11.08,352,성인가요/트로트
올가을엔 사랑할거야,"묻지 말아요
내 나이는 묻지 말아요
올 가을엔 사랑 할 거야
나 홀로 가는 길은
너무 쓸쓸해 너무 쓸쓸해
창 밖에 눈물 짖는
나를 닮은 단풍잎 하나
아 가을은 소리 없이
본채 만채 흘러만 가는데
울지 말아요
오늘 밤만은 울지 말아요
아무리 슬픈 일이 있어도
그대가 없이 가는 길은
쓸쓸해 너무 쓸쓸해
애타게 떠오르는
떠나간 그리운 사람
아 그래도 다시
언젠가는 사랑을 할 거야
사랑 할 거야",심수봉,1991.12.13,84,성인가요/트로트
나의 노래,"샛노란 은행잎이 가엾이 진다해도
정말로 당신께선 철없이 울긴가요
새빨간 단풍잎이 강물에 흐른다고
정말로 못견디게 서러워 하긴가요
이세상에 태어나 당신을 사랑하고
후회없이 돌아가는 이몸은 낙엽이라
아아 떠나는 이몸보다 슬프지 않으리
새빨간 단풍잎이 강물에 흐른다고
정말로 못견디게 서러워 하긴가요
이세상에 태어나 당신을 사랑하고
후회없이 돌아가는 이몸은 낙엽이라
아아 떠나는 이몸보다 슬프지 않으리
뚜루루 뚜루루루 슬프지 않으리",문정선,1991.08.23,134,성인가요/트로트
있을때 잘해,"있을 때 잘 해 후회하지 말고
있을 때 잘 해 후회하지 말고
있을 때 잘 해 흔들리지 말고
있을 때 잘 해 흔들리지 말고
가까이 있을 때 붙잡지 그랬어
있을 때 잘 해 그러니까 잘 해
있을 때 잘 해 그러니까 잘 해
이번이 마지막 마지막 기회야
이제는 마음의 그 문을 열어 줘
아무도 모르게 보고파질 때
그럴 때마다 너를 찾는 거야
바라보고 있잖아
사랑하고 있잖아
더 이상 내게 무얼 바라나
있을 때 잘 해 있을 때 잘 해
있을 때 잘 해 후회하지 말고
있을 때 잘 해 후회하지 말고
있을 때 잘 해 흔들리지 말고
있을 때 잘 해 흔들리지 말고
가까이 있을 때 붙잡지 그랬어
있을 때 잘 해 그러니까 잘 해
있을 때 잘 해 그러니까 잘 해
이번이 마지막 마지막 기회야
이제는 마음의 그 문을 열어 줘
아무도 모르게 보고파질 때
그럴 때마다 너를 찾는 거야
바라보고 있잖아
사랑하고 있잖아
더 이상 내게 무얼 바라나
있을 때 잘 해 있을 때 잘 해",금잔디,2013.03.01,109,성인가요/트로트
산다는 것은,"어디로 가야 하나 멀기만한 세월
단 하루를 살아도 마음 편하고 싶어
그래도 난 분명하지 않은 갈 길에
몸을 기댔어
날마다 나는 태어나는 거였고
난 날마다 또 다른 꿈을 꾸었지
어깨위로 짊어진 삶이 너무 무거워
지쳤다는 말조차 하기 힘들 때
다시 나의 창을 두드리는 그대가 있고
어둠을 가를 빛과 같았어
여기서가 끝이 아님을
우린 기쁨처럼 알게 되고
산다는 건 그것만으로도
의미는 충분한거지
날마다 나는 태어나는 거였고
난 날마다 또 다른 꿈을 꾸었지
어깨위로 짊어진 삶이 너무 무거워
지쳤다는 말조차 하기 힘들 때
다시 나의 창을 두드리는 그대가 있고
어둠을 가를 빛과 같았어
여기서가 끝이 아님을
우린 기쁨처럼 알게 되고
산다는 건 그것만으로도
의미는 충분한거지",소리새,2012.08.09,154,성인가요/트로트
아슬아슬,"사랑하다 헤어지면
남이 되는걸
오래 전에 알고 있었다
오늘 한 번 더 느껴본 그 기분은
예나 지금이나 좋지않네
다른 사람 찾기에도 지쳐버린 나
세월이란 이런 것인가
하루하루 지날 수록 불안해지는
바람같은 내 인생아
사랑은 무슨 사랑
눈물은 무슨 눈물
친구야 보고싶다
술잔이 또 비었다
언제나 외로운 인생아 사랑아
아슬아슬 아슬아슬
아슬아슬한 인생아
뛰고뛰고 뛰어봐도 제자리란다
시작할 때 그 자리구나
변함없다 변함없다 변한게 없다
난 돈도 없고 변한게 없다
사랑은 무슨 사랑
눈물은 무슨 눈물
친구야 보고싶다
술잔이 또 비었다
영남아 승철아 윤정아 보고싶다
아슬아슬 아슬아슬
아슬아슬한 인생아",금잔디,2014.03.28,68,성인가요/트로트
해운대 연가,"푸른 물결 춤을 추고 물새 날아드는
해운대에 밤은
또 그렇게 지나가는데
솔밭길을 걷던
우리들의 사랑얘기가
파도에 밀려 사라지네
하얀 모래밭에
사랑해란 글씨를 쓰며
영원히 날 사랑한다 맹세하던 그대
널 널 널 사랑해
떨리는 내 입술에 키스해주던 너
보고 싶은 사람 추억 속의 그대
해운대의 사랑이여
푸른 물결 춤을 추고 물새 날아드는
해운대에 밤은
또 그렇게 지나가는데
솔밭길을 걷던
우리들의 사랑얘기가
파도에 밀려 사라지네
하얀 모래밭에
사랑해란 글씨를 쓰며
영원히 날 사랑한다 맹세하던 그대
널 널 널 사랑해
떨리는 내 입술에 키스해주던 너
보고 싶은 사람 추억 속의 그대
해운대의 사랑이여
보고 싶은 사람 추억 속의 그대
해운대의 사랑이여",오승근,2014.05.23,91,성인가요/트로트
집에 안 들어갈꺼야,"당신을 보면 내 가슴이 떨려
미칠 것 같아요
언제부터 내가 이렇게
편했는지 알 수 없어요
두근두근거리는 내 마음을
감추려 애쓰지 마
안 되겠어 오늘은
집에 안 보내줄 거야
새빨간 립스틱
평소보다 더 짧은 치마
이렇게 적극적인 여자
섹시한 나를
가만히 두지는 말아요
혼자 있긴 싫어요
날 두고 가진 말아요
모른 척 하지 마
이미 당신은 내게 신호를 보내요
나 그런 여자 아녜요
진짜 사랑하고 있어요
나 오늘 집에 안 보낼 거야
당신이 내 옆에 있기만 하면
하루가 짧아요
이상하게 자꾸 하루종일
시간이 부족합니다
아슬아슬 보이는 내 마음을
감추려 애쓰지 마
안 되겠어 오늘은
집에 안 보내줄 거야
아찔한 옷차림
평소보다 더 짙은 화장
이렇게 적극적인 여자
섹시한 나를
가만히 두지는 말아요
혼자 있긴 싫어요
날 두고 가진 말아요
모른 척 하지 마 이미 당신은
내게 신호를 보내요
나 그런 여자 아녜요
진짜 사랑하고 있어요
나 오늘 집에 안 보낼 거야
나 오늘 집에 안 보낼 거야",미쓰트로트,2014.09.26,94,성인가요/트로트
사랑하면 안되나,"눈물을 감추며
하염없이 걸으며
멀어지는 그대 속에
나의 슬픔 재우며
한없이 미웠네
사랑하면 안 되나
그대 나는 사랑하면 안 되나
하지만 견딜 수 없어
나는 그대 사랑하는데
어떻게 그대 나에게
서러움만 주나
그대 앞에 목 메어
애원하고 싶어도
그대 미워할까 두려워
눈물을 감추며
하염없이 걸으며
멀어지는 그대 속에
나의 슬픔 재우며
한없이 미웠네
사랑하면 안 되나
그대 나는 사랑하면 안 되나
하지만 견딜 수 없어
나는 그대 사랑하는데
어떻게 그대 나에게
서러움만 주나
그대 앞에 목 메어
애원하고 싶어도
그대 미워할까 두려워
하지만 견딜 수 없어
나는 그대 사랑하는데
어떻게 그대 나에게
서러움만 주나
그대 앞에 목 메어
애원하고 싶어도
그대 미워할까 두려워
눈물을 감추며
하염없이 걸으며
멀어지는 그대 속에
나의 슬픔 재우며
한없이 미웠네
사랑하면 안 되나
그대 나는 사랑하면 안 되나
그대 나는 사랑하면 안 되나",김학래,2015.04.01,164,성인가요/트로트
아무라도,"외로운 난 바보야
사랑할 그대 없는
이토록 아름다운 계절 쓸쓸히 음
한사람 있긴해도
말 할 수는 없어요
그 사람마저 가면 어쩌라고
아무라도 그대가 되어서
사랑 할 수는 없는 건가요
그럼 그대가 아무가 되어서
사랑 할 수는 없는 건가요
비가오는 날이면
그대 더욱 생각나요
사랑스런 그대 얼굴이 생각나요
어두웠던 내 맘에 아침햇살 드려줄
그런 사랑이 내겐 필요해요
아무라도 그대가 되어서
사랑 할 수는 없는 건가요
그럼 그대가 아무가 되어서
사랑 할 수는 없는 건가요
그댈 사랑하고 싶어요",노사연,2015.05.07,304,성인가요/트로트
청풍명월,"남한강 구비 구비
그림 같은 청풍호
물 안개 핀 강물에는
억새가 춤을 추네
대나무 옥순봉아
거북이 구담봉아
붉게 물든 저녁노을
호수에 띄워놓고
아름다운 꽃봉오리
청풍호에 빠져있네
수륙 길 백삼십리
그림 같은 청풍호
은빛 파도 황금 물결
여기가 청풍 일세
단풍 옷 갈아입고
님 맞을 청풍 아가씨
석류 같이 빨간 사랑
가슴에 물들이고
월악산에 걸린 달빛
그대 품에 안겨주리
아름다운 꽃봉오리
청풍호에 빠져있네",금잔디,2016.04.22,115,성인가요/트로트
선물 (Feat. 김범룡),"꿈속에서도 사랑할래요
그 속에서도 하나되겠죠
저 하늘이 내게 준 소중한 사람
당신은 선물입니다
흘러가는 강물처럼
그렇게 살아왔죠
두려웠죠 한숨지었죠
너무 외로웠죠
왜 이제 내게 나타났나요
그렇게 기다려왔는데
간절한 기도가 통했나요
내 심장이 터져요
꿈속에서도 사랑할래요
그 속에서도 하나되겠죠
저 하늘이 내게 준 소중한 사람
당신은 선물입니다
불어오는 바람처럼
그렇게 살아왔죠
그런 나를 기다려 와준
그대 고마워요
그대는 영화 속 주인공처럼
내 손을 잡아 주었죠
간절한 기도가 통했나요
내 심장이 터져요
꿈속에서도 사랑할래요
그 속에서도 하나되겠죠
저 하늘이 내게 준 소중한 사람
당신은 선물입니다
꿈속에서도 사랑할래요
그 속에서도 하나되겠죠
저 하늘이 내게 준 소중한 사람
당신은 선물입니다
당신은 선물입니다
당신은 선물입니다",김서영,2016.12.14,212,성인가요/트로트
나이야가라,"나이야 가라 나이야 가라
나이가 대수냐
오늘이 가장 젊은 날
내 과거 묻지를 마세요
알아서 무엇 하나요
지난 일은 지난 밤에 묻어요
살다 보면 다 그렇지
마음엔 나이가 없는 거란 걸
세월도 비켜가는 걸
잊지는 말아요 오늘 이 순간이
내 인생에 가장 젊은 날
나이야 가라 나이야 가라
나이가 대수냐
오늘이 가장 젊은 날
인생을 돌아보지 마세요
그렇게 흘려보내요
아쉬워도 시간 속에 묻어요
인생이란 다 그렇지
청춘엔 기준이 없는 거란 걸
지금도 한창때란 걸
잊지는 말아요 오늘 이 순간이
내 인생에 가장 젊은 날
나이야 가라 나이야 가라
나이가 대수냐
오늘이 가장 젊은 날",김용임,2017.01.23,197,성인가요/트로트
아재아재,"아재 아재 우리아재
요즘 무슨 별일 있나봐
아재 아재 우리아재
사랑하고 있는 것 같아
일만 하는 일벌레 우리아재가
오늘은 왠지 달라 보여
며칠 사이 무슨 일 있었던 걸까
어제보다 요만큼 젊어졌잖아
페도라에 발목바지 베리굿이야
사랑하면 아재도 젊어 지나봐
아재 아재 이제 내게 고백해줄래
아재 아재 우리아재
요즘 무슨 별일 있나봐
아재 아재 우리아재
사랑하고 있는 것 같아
일만 하는 일벌레 우리아재가
오늘은 왠지 달라 보여
며칠 사이 무슨 일 있었던 걸까
어제보다 요만큼 젊어졌잖아
페도라에 발목바지 베리굿이야
사랑하면 아재도 젊어 지나봐
아재 아재 이제 내게 고백해줄래",큐오티,2017.03.30,69,성인가요/트로트
그리워라,"흩어진 시든 꽃잎이
바람을 기다리듯이
지나간 추억 되새기며
세월 위를 걷지만
마음속 어떤 한 사람
눈물로 남은 기억들
사랑이 머문 그 자리는
지울 수가 없는데
그리워라 그리워라
그 사람이 난 보고 싶어서
쓸쓸한 바람 불어오면
그대가 그리워
마음속 어떤 한 사람
눈물로 남은 기억들
사랑이 머문 그 자리는
지울 수가 없는데
그리워라 그리워라
그 사람이 난 보고 싶어서
쓸쓸한 바람 불어오면
그대가 그리워
그리워라 그리워라
그 사람이 난 보고 싶어서
쓸쓸한 바람 불어오면
그대가 그리워
그대가 그리워",한혜진,2017.04.07,229,"성인가요/트로트, 국내드라마"
그때 그 사람,"비가 오면 생각나는 그 사람
언제나 말이 없던 그 사람
사랑의 괴로움을 몰래 감추고
떠난 사람 못 잊어서 울던 그 사람
그 어느 날 차 안에서 내게 물었지
세상에서 제일 슬픈 게 뭐냐고
사랑보다 더 슬픈 건 정이라며
고개를 떨구던 그때 그 사람
외로운 병실에서 기타를 쳐주고
위로하며 다정했던 사랑한 사람
안녕이란 단 한마디 말도 없이
지금은 어디에서 행복할까
어쩌다 한 번쯤은 생각해줄까
지금도 보고 싶은 그때 그 사람
외로운 내 가슴에 살며시 다가와서
언제라도 감싸주던 다정했던 사람
그러니까 미워하면 안 되겠지
다시는 생각해서도 안 되겠지
철없이 사랑인 줄 알았었네
이제는 잊어야 할 그때 그 사람
철없이 사랑인 줄 알았었네
이제는 잊어야 할 그때 그 사람",신미래,2017.05.19,205,성인가요/트로트
그랬었구나,"그랬었구나 내가 그랬었구나
마음에 상처 주었었구나
그랬었구나 내가 그랬었구나
깊은 실망을 안겨 주었었구나
미안하다 미안해 정말 미안해
나 혼자의 욕심을 부렸었구나
미안하다 미안해 정말 미안해
너에 대한 배려를 못했었구나
그랬었구나 내가 그랬었구나
나의 사랑이 많이 부족했구나
미안하다 미안해 정말 미안해
나 혼자의 욕심을 부렸었구나
미안하다 미안해 정말 미안해
너에 대한 배려를 못했었구나
그랬었구나 내가 그랬었구나
나의 사랑이 많이 부족했구나",금잔디,2017.05.29,52,성인가요/트로트
오빠가 뛴다,"아직 젊은데 왜 그래
인생 다 산 것처럼
나도 당신도 똑같아
한 번 사는 삶이지
우린 오늘이 제일 젊어
눈물 낭비하지 마
요즘 자꾸 거울을 봐
내가 봐도 멋있어
당신만 품에 안으면
가슴이 뜨거워진다
사랑은 늙지 않는다
오빠가 뛴다
비록 몸은 느려져도
당신 업고 뛰어가
당신 사랑하고 싶다
청춘보다 진하게
아직 젊은데 왜 그래
인생 다 산 것처럼
나도 당신도 똑같아
한 번 사는 삶이지
당신 사랑하고부터
어깨 힘이 들어가
세상 다 가진 것처럼
걷다 보면 휘파람
당신만 품에 안으면
가슴이 뜨거워진다
사랑은 늙지 않는다
오빠가 뛴다
비록 눈은 흐려져도
당신 하난 잘 찾아
당신 사랑하고 싶다
청춘보다 진하게
당신 사랑하고 싶다
사랑은 늙지 않는다",조항조,2018.03.24,194,"성인가요/트로트, 국내드라마"
나의 신부여,"샤론의 장미여
골짜기의 백합화로다
여자들 중에
내 사랑은 백합화 같구나
어여쁜 내사랑 일어나 함께 가자
춤추고 노래하자
아름다운 동산에서
겨울도 지나고 비도 그치면
지면엔 꽃이 피고 새가 노래할 때
그 아름다운 열매 먹기를 원하노라
내 사랑하는 자여
그 동산에 들어가자
내 마음 빼앗은 네 사랑이
어찌 그리 아름다운지
북풍아 일어나라 남풍아 불어라
나의 동산에 불어서
향기를 날리거라
나의 사랑 어여쁜 자여
왕관을 씌워주마
네 팔에 네 마음에
나의 도장을 새기라
사랑은 죽음처럼
강하고 질투는 음부처럼 잔인하니
그 타오르는 숯불은
맹렬한 불길이라
많은 물도 이사랑 끄지 못하네
홍수라도 삼키지 못하네
그는 동산의 샘 흐르는 시냇물이라
포도나무 향기 같은
그의 목소리로다
겨울도 지나 비도 그치었고
지면엔 꽃이 피고 새가 노래할 때
비둘기 소리가 우리땅에 들릴 때
나의 사랑 어여쁜 자여
내 팔에 안기어라
내사랑 순결한 신부여
너를 위해 쌓아둔 내사랑 모두 주리
내 마음 빼앗은 네 사랑이
어찌 그리 아름다운지
북풍아 북풍아 일어나라
일어나라 남풍아 불어라
나의 동산에 불어서
향기를 날리거라
나의 어여쁜 신부여 왕관을 썼구나
나의 어여쁜 신부여
왕관을 썼구나",심수봉,2018.04.30,200,성인가요/트로트
오빠달려,"달려라 달려라 오빠 달려
사랑의 고속도로로
달려라 달려라 오빠 달려
내사랑 싣고 달리자
서울도 좋아 부산도 좋아
경부선도 달리고 동해안도 달리자
너와 나의 꿈을 싣고 떠나자
너와 나의 행복 싣고 떠나자
불타는 태양 끝이라도
달려 가고 싶어
달려라 달려라 오빠 달려
사랑의 고속도로로
달려라 달려라 오빠 달려
내사랑 싣고 달리자
행복의 꿈을 싣고 떠나자
우리의 사랑의 고속도로로
달려라 달려라 오빠 달려
사랑의 고속도로로
달려라 달려라 오빠 달려
내사랑 싣고 달리자
대전도 좋아 광주도 좋아
호남선도 달리고 서해안도 달리자
너와 나의 꿈을 싣고 떠나자
너와 나의 행복 싣고 떠나자
불타는 태양 끝이라도
달려 가고 싶어
달려라 달려라 오빠 달려
사랑의 고속도로로
달려라 달려라 오빠 달려
내사랑 싣고 달리자
행복의 꿈을 싣고 떠나자
우리의 사랑의 고속도로로
우리의 사랑의 고속도로로",민지,2018.06.26,101,성인가요/트로트
환희,"이제 그대 기쁨을 말해 주오
이제 그대 슬픔을 말해 주오
우리 서로 아픔을 같이 할 때
행복할 수 있어요
어느 날 그대 내 곁으로 다가와
이 마음 설레이게 했어요 어느 날
사랑은 우리 두 가슴에 머물러
끝없이 속삭이고 있어요
그대 손을 잡고
걸어가고 있는 이 순간
세상 모든 것이 아름답게 보여요
이제 나의 기쁨이 되어 주오
이제 나의 슬픔이 되어 주오
우리 서로 아픔을 같이하면
다시 태어날 수 있는 걸
이제 그대 기쁨을 말해 주오
이제 그대 슬픔을 말해 주오
우리 서로 아픔을 같이 할 때
행복할 수 있어요
어느 날 그대 눈동자를 보면서
미래를 꿈꾸기도 했어요 어느 날
사랑은 우리들의 삶을 위하여
가슴에 타오르고 있어요
그대 손을 잡고
걸어가고 있는 이 순간
세상 모든 것이 아름답게 보여요
이제 나의 기쁨이 되어 주오
이제 나의 슬픔이 되어 주오
우리 서로 아픔을 같이 하면
다시 태어날 수 있는 걸
이제 그대 기쁨을 말해 주오
이제 그대 슬픔을 말해 주오
우리 서로 아픔을 같이 할 때
행복할 수 있어요
이제 나의 기쁨이 되어 주오
이제 나의 슬픔이 되어 주오
우리 서로 아픔을 같이 하면
다시 태어날 수 있는 걸
이제 그대 기쁨을 말해 주오
이제 그대 슬픔을 말해 주오
우리 서로 아픔을 같이 할 때
행복할 수 있어요",정수라,2018.11.30,103,성인가요/트로트
풍각,"오늘도 뛰어 갑니다
살 맛 나는 이 세상 속으로
만 원짜리 몇 장 들고
겁나게 멋진 척
세상을 다가진 듯
세상살이 내일도 뛰어 갑니다
환상적인 내 미래를 위하여
산다는 건 밤밤딤딤다리담
미소 한방 날리며 내가 한판 쏠게요
행복이란 건 내 기분대로
하루하루 삐까 번쩍 살아
다 같이 살아 봅시다
맘껏 웃어봅시다
오늘만은 미친 듯 빠라삐리빠라뽕
다 같이 놀아봅시다
스땁땁띱띱다비디답
살아있는 이 느낌 즐기며
함께 춤을 춰 봐요
삶이 건조할 땐 맘이 울적할 땐
그까짓 것 세상사 웃어나 볼까나
삶이 피곤할 땐 맘이 답답할 땐
그까짓 것 아 뭐 어때
나 살아 있는데
내 인생살이 힘껏 달려갑니다
아찔하게 살 맛 나는 세상사
소주한잔 밤밤딤딤다리담
내가 가는 이 길이 지칠 때도 있지만
행복이란 건 내 기분대로
하루 하루 삐까 번쩍 살아
다 같이 살아 봅시다
맘껏 웃어 봅시다
오늘만은 미친 듯 빠라삐리빠라뽕
다 같이 놀아봅시다
스땁땁띱띱다비디답
살아있는 이 느낌 즐기며
함께 춤을 춰 봐요
삶이 건조할 땐 맘이 울적할 땐
그까짓 것 세상사 웃어나 볼까나
삶이 피곤할 땐 맘이 답답할 땐
그까짓 것 아 뭐 어때
나 살아 있는데 워워
다 같이 살아 봅시다
맘껏 웃어 봅시다
오늘 만은 미친 듯 빠라삐리빠라뽕
같이 놀아봅시다 스땁땁띱띱다비디답
살아있는 이 느낌 즐기며
함께 춤을 춰 봐요
나난나나 난나난 나나
나난나나 난나난 나나
나난나나 난나난 나나
나난나나 난나난 나나",김팝파,2018.12.04,227,성인가요/트로트
미운사랑(리메이크),"남몰래 기다리다가
가슴만 태우는 사랑
어제는 기다림에
오늘은 외로움
그리움에 적셔진 긴 세월
이렇게 살라고 인연을 맺었나
차라리 저 멀리 둘 걸
미워졌다고 갈 수 있나요
행여나 찾아 올까봐
가슴이 사랑을 잊지 못해
이별로 끝난다 해도
그 끈을 놓을 순 없어
너와 나 운명인거야
이렇게 살라고 인연을 맺었나
차라리 저 멀리 둘 걸
미워졌다고 갈 수 있나요
행여나 찾아 올까봐
가슴이 사랑을 잊지 못해
이별로 끝난다 해도
그 끈을 놓을 순 없어
너와 나 운명인거야
그 끈을 놓을 순 없어
너와 나 운명인거야",홍주,2019.05.17,61,성인가요/트로트
귀거래사,"하늘 아래 땅이 있고 그 위에 내가있으니
어디인들 이 내몸 둘곳이야 없으리
하루해가 저문다고 울터이냐
그리도 내가 작더냐
별이 지는 저 산넘어 내 그리 쉬어가리라
바람아 불어라 이내몸을 날려주려마
하늘아 구름아 내 몸 싫어 떠나가련다
해가 지고 달이 뜨고 그 안에 내가 숨쉬니
어디인들 이 내몸 갈곳이야 없으리
작은 것을 사랑하며 살터이다
친구를 사랑하리라
말이 없는 저 들녘에 내님을 그려보련다
바람아 불어라 이내몸을 날려주려마
하늘아 구름아 내몸 싫어 떠나가련다
바람아 불어라 이내몸을 날려주려마
하늘아 구름아 내 몸 싫어 떠나가련다
우우우 우우우
우우우 우우우",위일청,2019.09.11,43,성인가요/트로트
밤열차,"밤 열차는 미련없이 떠나갑니다
뜨거운 눈물 흘려야하는 사랑
빈 가슴 부여잡고 차창에 기대어
밤 이슬 내리는 창 밖을 보며
아쉬움에 자꾸만 뒤돌아보는데
기적소리 울음소리
나를 나를 나를 울리네
이제 가면 못 볼 사랑 보고플 사랑
다시 오면 안 됩니까 말을 해 줘요
밤 열차는 미련없이 떠나가는데
밤 열차는 미련없이 떠나갑니다
뜨거운 눈물 흘려야하는 사랑
빈 가슴 부여잡고 차창에 기대어
밤 이슬 내리는 창 밖을 보며
아쉬움에 자꾸만 뒤돌아보는데
기적소리 울음소리
나를 나를 나를 울리네
이제 가면 못 볼 사랑 보고플 사랑
다시 오면 안 됩니까 말을 해 줘요
밤 열차는 미련없이 떠나가는데
다시 오면 안 됩니까 말을 해 줘요
밤 열차는 미련없이 떠나가는데",김연자,2019.11.27,82,성인가요/트로트
사랑의 바보,"사랑이 사랑이 이런 건가요
왜 나를 이토록 힘들게 해요
싫으면 그냥 말없이
내 곁을 떠나면 되지
왜 왜 날 아프게 해요
당신을 만난 후로 나는 없었어
그 사랑에 너무 깊이 빠져 버렸어
아무리 헤여 나려고
아무리 헤여 나려고
노력해도 소용없었어
그놈에 정이 무언지
도대체 지울 수 없는
나는 나는 사랑의 바보
사랑이 사랑이 이런 건가요
왜 나를 이토록 힘들게 해요
싫으면 그냥 말없이
내 곁을 떠나면 되지
왜 왜 날 아프게 해요
당신을 만난 후로 나는 없었어
그 사랑에 너무 깊이 빠져 버렸어
아무리 헤여 나려고
아무리 헤여 나려고
노력해도 소용없었어
그놈에 정이 무언지
도대체 지울 수 없는
나는 나는 사랑의 바보
그놈에 정이 무언지
도대체 지울 수 없는
나는 나는 사랑의 바보",우연이,2020.02.14,64,성인가요/트로트
묻지마세요,"여기까지 왔는데
앞만 보고 왔는데
묻지 마세요
묻지 마세요 물어보지 마세요
내 나이 묻지 마세요
흘러간 내 청춘 잘한 것도 없는데
요놈의 숫자가 따라 오네요
여기까지 왔는데
앞만 보고 왔는데
지나가는 세월에 서러운 눈물
서산 넘어가는 청춘
너 가는 줄 몰랐구나
세월아 가지를 말어라
묻지 마세요
묻지 마세요 물어보지 마세요
내 나이 묻지 마세요
흘러간 내 청춘 잘한 것도 없는데
요놈의 숫자가 따라 오네요
여기까지 왔는데
앞만 보고 왔는데
지나가는 세월에 서러운 눈물
서산 넘어가는 청춘
너 가는 줄 몰랐구나
세월아 가지를 말어라
여기까지 왔는데
앞만 보고 왔는데
지나가는 세월에 서러운 눈물
서산넘어 가는 청춘
너 가는 줄 몰랐구나
세월아 가지를 말어라
세월아 가지를 말어라",장민호,2020.05.20,"2,458",성인가요/트로트
사랑,"이 세상에 하나밖에
둘도 없는 내 여인아
보고 또 보고 또 쳐다 봐도
싫지 않는 내 사랑아
비 내리는 여름날엔
내 가슴은 우산이 되고
눈 내리는 겨울날엔
내 가슴은 불이 되리라
온 세상을 다 준다해도
바꿀 수 없는 내 여인아
잠시라도 떨어져선
못살것 같은 내 어머니
행여 당신 외로울땐
내가 당신 친구가 되고
행여 당신 우울할땐
내가 당신 웃음 주리라
이 세상에 하나밖에
둘도 없는 내 여인아
보고 또 보고 또 쳐다 봐도
싫지 않는 내 사람아",영탁,2020.05.20,"5,967",성인가요/트로트
너라서,"사랑했던 날 너를 잡았던
손가락 마디 마디에
내 심장도 뛰고 있었다
그날이 어제 같아
구석 구석에
너의 얼굴이
미치도록 보고 싶은데
태워도 태워도 모자랄
아픈 사랑아
차라리 보내자
행복을 빌자
그래야 나도 살수 있잖아
사랑했던 날 너를 잡았던
손가락 마디 마디에
내 심장도 뛰고 있었다
그날이 어제 같아
구석구석에
너의 얼굴이
미치도록 보고 싶은데
버리고 버려도 채워져
아픈 사랑아
차라리 보내자
행복을 빌자
그래야 너도 살수 있잖아
태워도 태워도 모자랄
아픈 사랑아
차라리 보내자
행복을 빌자
그래야 나도 살수 있잖아",유현상,2020.05.22,71,성인가요/트로트
바다가 육지라면,"얼마나 멀고 먼지
그리운 서울은
파도가 길을 막아
가고파도 못갑니다
바다가 육지라면
바다가 육지라면
배 떠난 부두에서
울고 있지 않을 것을
아아 바다가 육지라면
이별은 없었을 것을
어제온 연락선은
육지로 가는데
할 말이 하도 많아
목이 메어 못합니다
이몸이 철새라면
이몸이 철새라면
뱃길에 훨훨 날아
어데론지 가련만은
아아 바다가 육지라면
눈물은 없었을 것을",장민호,2020.05.27,"2,277",성인가요/트로트
타타타,"네가 나를 모르는데
난들 너를 알겠느냐
한치앞도 모두 몰라
다 안다면 재미없지
바람이 부는 날은 바람으로
비오면 비에 젖어
사는거지 그런거지
음음음 아 하하
산다는건 좋은거지
수지맞는 장사잖소
알몸으로 태어나서
옷한벌은 건졌잖소
우리네 헛짚는 인생살이
한세상 걱정조차 없이 살면
무슨 재미 그런게 덤이잖소
네가 나를 모르는데
난들 너를 알겠느냐
한치앞도 모두 몰라
다 안다면 재미없지
바람이 부는 날은 바람으로
비오면 비에 젖어
사는거지 그런거지
음음음 아 하하
산다는건 좋은거지
수지맞는 장사잖소
알몸으로 태어나서
옷한벌은 건졌잖소
우리네 헛짚는 인생살이
한세상 걱정조차 없이 살면
무슨 재미 그런게 덤이잖소",이찬원,2020.06.26,"4,642",성인가요/트로트
나에게로 떠나는 여행,"저 푸른 바다 끝까지
말을 달리면
소금 같은 별이 떠있고
사막엔 낙타만이
가는 길 무수한 사랑
길이 되어 열어줄 거야
낡은 하모니카
손에 익은 기타 Your Melody
어린 왕자 Your Melody 찾아 떠날래
Far away U're my sunshine
we were together
나는 사랑보다
좋은 추억 알게 될 거야
텀블러 한잔에 널 털어 넘기고
이젠 나를 좀 더 사랑할거야
저 끓어 넘친 태양은 부글거리고
오랜 꿈은 삐걱거리고
쿨럭인 자동차를
타고서 꿈의 날개로
구름 속을 산책할 거야
낡은 하모니카 손에
익은 기타 Your Melody
어린 왕자 Your Melody 찾아 떠날래
Far away U're my sunshine
we were together
나는 사랑보다
좋은 추억 알게 될 거야
For my life
Find my life 찾아 누릴 천국에
지지 않을 너를 안게 될거야
Far away Ure my sunshine
we were together
나는 사랑보다
좋은 추억 알게 될 거야
For my life
Find my life 찾아 누릴 천국에
지지 않을 너를 안게 될거야",이찬원,2020.07.24,"3,852",성인가요/트로트
