제목,가사,가수,발매일,좋아요수,장르
멍청한 사랑,"못된 버릇처럼 또 생각이나
고된 삶에 지쳐 널 몇 번이나
떠올리다 웃고 그리움에 울고
난 지쳐버려 잠이 들었지
너의 사랑 너무 힘이 든다고
거친 바람처럼 등을 돌려 버리고
모자랐던 이해 불투명한 미래
더 이상 참을 수가 없었지
촉촉히 젖은 눈가에
눈물을 닦아주고 싶었지만
그대의 눈동자의 비친 모습은
내가 아닌 걸 다른 사람인걸 baby
안돼 거짓말은 baby
아니라고 내게 말해줘
고개를 떨군 체 아무 말 못한 채
왜 날 비참하게 하는 거야
왜 내게 미안해 이제는 그만해
널 미워할 수 있게 만들고 떠나가줘
상처투성이로 남겨진
멍청한 사랑 bye bye
everything's gonna be alright right
사랑은 철새처럼 왔다가 또 갔구나
내 맘이 더 아프다 허구한 날
말해줘도 넌 매일 고집 피웠잖아
담배만 피더라 뻐끔 그만 좀 잊어라
거뜬하게 보란 듯이
딴 여잘 만나 잘살아라 어
친구야 내가 뭐랬어
그 사람 모르겠다고
한 번 깨진 유리잔은
다시 붙기 힘들다고
Yo 끝이 보이던 게임
nothin never ever change
옆에서 지켜보는 내가 더 불안하더라고
그 앤 다른 남자의 품에 안겨 잠들 걸
1 2년 지난 후에야 나타나 널 찾을 걸
let him go girl
안돼 거짓말은 baby
아니라고 내게 말해줘
고개를 떨군 체 아무 말 못한 채
왜 날 비참하게 하는 거야
왜 내게 미안해 이제는 그만해
널 미워할 수 있게 만들고 떠나가줘
상처투성이로 남겨진
멍청한 사랑 bye bye
날 조금만 더 붙잡아주기를 바랬던
내 마음은 아무 소용 없는 미련인데
홀로 남겨진 이 어둠 속에 길을
헤메는 멍청한 내 그림자
난 아직 너를 기다리고 있는 듯해
안쓰러워 네가 뭐 꿀린다고
안쓰러워 그런 여자만 왜 꼬이냐고
안쓰러워 그녀가 준 건 악몽이라고
안쓰러워 네가 아니 너의 그녀가
안돼 거짓말은 baby
아니라고 내게 말해줘
고개를 떨군 체 아무 말 못한 채
왜 날 비참하게 하는 거야
왜 내게 미안해 이제는 그만해
널 미워할 수 있게 만들고 떠나가줘
상처투성이로 남겨진
멍청한 사랑 bye bye
everything's gonna be alright right

멍청한 사람",BIGBANG (빅뱅),2008.11.05,"10,360",랩/힙합
SLEEP TIGHT,"창밖을 내다봐
너랑 닮은 사람이 있나
다른 사람이 내게 와도 너보단
아니란 걸 우리 걷던
모든 거리들
네가 묻어있어 가로수
밑에서 우리 했던 얘기들을
다시 기억해
Where are u at
넌 어디쯤에 서있어
난 우리 있던 길을 걸어
끝은 뻔한 결말
너에게 전화를 걸까
난 바보가 되기 싫어
핸드폰을 꺼
날씨 너무 추워
감기 조심하고
밤에 너무 어두우면
데리러 갈게
이제 이런 말도
우린 못하잖아
이제 할 말이 더 이상
남아있지 않아
사랑해 이 말을 못 해서
아름다워
내가 없는 유럽공원에
펴있는 Flower
You’re so sweet girl
어쩌면 Bad
그래도 난 여전히 너를 좋아해
I don’t wanna sleep now
Time is at late night
너와 같이하고 싶어 매일 밤
오늘 밤이 지나면
너랑 같이 못한다는 걸 알아서
I don’t wanna sleep now
Just i don’t wanna sleep now
I don’t wanna sleep ye
너와 같이 있고 싶어
오늘 같은 밤
I don’t wanna go there
이쁜 여자들 넘치는 Party
너도 나를 원해 아는 걸
잠은 이미 다 잤어
따라와 내 Style로
너와 함께하고 싶어 하루 종일
같이 누워 잠을 자고
아침밥을 먹어
이건 내 꿈들 중에 하난 걸
I don’t wanna sleep now
Time is at late night
너와 같이하고 싶어 매일 밤
오늘 밤이 지나면
너랑 같이 못한다는 걸 알아서
I don’t wanna sleep now
Just i don’t wanna sleep now
I don’t wanna sleep ye
I don’t wanna sleep now
Time is at late night
너와 같이하고 싶어 매일 밤
오늘 밤이 지나면
너랑 같이 못한다는 걸 알아서
I don’t wanna sleep now
Just i don’t wanna sleep now
I don’t wanna sleep ye",LEON (딥상어),2019.01.02,"3,679","랩/힙합, 인디음악"
Indian Summer (Feat. msftz),"Life’s like Life’s like
이젠 잃어버릴 것에 대해
무섭지 않은 건 고작 라이터
날 마지막으로
본 날 너의 눈과 찡그리던 눈썹은
마치 겨우 한 칸을 유지하던 wifi
Life’s like
Blue rose was brutal
이제는 가시 없는 꽃밭을 구르곤
누군가 잎으로 상처를 두르면
또 못돼먹은 나는
그날만 그걸로 퉁쳐
괜찮은 줄 알았는데
갑자기 날씨가 말이 아냐
잊고 산건 너가 아니라 비였나봐
It was Indian Summer
It was Indian Summer
It was Indian Summer
It was Indian Summer
Now It’s rainy days so far
Now It’s rainy days so far
It was Indian Summer
It was Indian Summer
It was Indian Summer
너의 계절은 무너지고 말아
끝없이 머물 줄만 알았는데
이제 다시는 여름이 오지 않을 거야
그때만 유일했나 봐
자꾸만 변할 때마다
푸른 기억을 점점 놓쳐가
휘발되어 날아가 버린
햇살은 잊혀가고
그저 잠깐 있었다
사라지는 날씨가 되어버리는
It was Indian Summer
It was Indian Summer
It was Indian Summer
It was Indian Summer
Now It’s rainy days so far
Now It’s rainy days so far
It was Indian Summer
It was Indian Summer
It was Indian summer
It was Indian summer
Now It’s rainy days so far
고작 몇 마디에 걸쳐
하나의 계절을 덮었지
It was Indian summer
Now It’s rainy days so far
고작 몇 마디에 걸쳐
하나의 계절을 덮었지
Now It’s rainy days so far
Now It’s rainy days so far
Now It’s rainy days so far
Now It’s rainy days so far",Hash Swan,2020.02.05,"7,203",랩/힙합
종로 3가,"그래서 어디로 가려고
또 어디로 가려고
너무 멀리가지 말자
오빠는 내일 출근야
오랜만에 데이트는
둘만의 시간 어때
뭐 그리도 먹고 싶은게
뭐가 또 보고싶은데
그렇게 투덜대지 말았어야 했어
혼자 여길 걷고있는 지금에서야
무슨무슨 거리
그 앞에 붙은 음식으로 대충
때웠으니까 이쁜 카페
입구 가서 한장 찍고
들어가서 몰라 시켜 너 먹고 싶은걸로
넌 좋아서 웃는데 난 뚱해 있었던 것도
이제 와 내가 멍청하고 등신이었다고
한숨 쉬고 멈춰섰던 이 가로등 밑에서
담배 좀 끊으라던 니 목소리가 들렸고
난 대답했었지 이제 겨우 두대 째야 봐줘
난 좀 많이 변했어 여기와는 다르게
종로3가의 그 거리는 그때와 같은데
근데 왜 너는 없는지
대체 왜 너만 없는지
거리와 건물 사람들까지 다 비슷해
우리가 걷던 길을 다시 걸어보는데
근데 왜 너는 없는지
대체 왜 너만 없는지
남들은 기억한대 전부
뭘 입고 날씨는 어땠는지
난 그런 사람이 못 돼서
흐릿한 배경에 뚜렷한건
니 얼굴만이 내 머리에
선명하게 박혀있네
너가 없단걸 맘 저리게
느끼면 느낄수록 그리워지는걸
둘이 걷기에 딱 맞던 골목부터
둘러보다 지칠 때 쉬었던 벤치마저
내가 내가 기억하는건 니 마음이
어땠을까 하던 바로 그거
슬퍼하지 않았으면 했어
외로워하지 않았으면 해서
어떻게 하면 너가 더 행복할 수 있을까
고민했었던 내 마음의 점
난 좀 많이 변했어 여기와는 다르게
종로3가의 그 거리는 그때와 같은데
근데 왜 너는 없는지
대체 왜 너만 없는지
거리와 건물 사람들까지 다 비슷해
우리가 걷던 길을 다시 걸어보는데
근데 왜 너는 없는지
대체 왜 너만 없는지
너도 알고있다면
너도 찾고있다면
나의 그림자 또 여기 어딘가
우리가 버린 흔적 들을 따라서
인사동 카페도 익선동 그 맛집도
나 혼자서는 어디도
서성이기만 해 여기 종로 3가에서",배가본즈 (VagaVondz),2020.08.24,38,"랩/힙합, 인디음악"
"0X1=LOVESONG (I Know I Love You) feat. pH-1, Woodie Gochild, Seori","I know I love you
I was sick of love songs
Tryna unplug the whole thing
But you got me gassed up
like propane
Fire it up
뜨거운 불을 지펴 romance
다시 나의 곁에
있어줬으면 해
혼자 남은 나에게는 no tomorrow
Only by together 내 미래가 보여
Are you my crystal ball
우리 둘을 상상해
하루 몇 천 번
Okay I exaggerate
But the point is made
Imma pull up to your block
Probably around 8
편한 옷을 걸치고
옆에 타면 we go riding
너 아니면
태우지 않을게 내 옆자리
모든 걸 잃었을 때
네 옆을 지켜줄게
I know you’re the one for me
I’ll never lose ya
난 문제 투성이 love sick
길이 없었어
죽어도 좋았어
I'm a losеr in this game
세계의 유1한 법칙
나를 구해줘
내 손을 잡아줘
Please usе me like a drug
I know I love you
Say you love me
Say you love me
세계의 끝까지
All or nothing
I want all of you
I know I love you
Say you love me
Say you love me
세계의 끝까지
All or nothing
I give all of you
I know I love you
아침이 밝아도
울리지 않는 phone ring
너의 밤도
나처럼 혼자였기 바래
그래 욕심인 거 알아 둬
웃픈 영화 주인공이
내가 아니길 like Culkin
네 빈자리가 날 삼키고 나면
나는 nothing
화라도 내고 싶어
뭐 하자는 건지
If I’m falling to you
baby be my bungee
그때로 되돌릴 수 있다면
외롭지 않게 채워줄게
머리맡에 팔베개로
눈 뜰 때쯤에 다시 걸 테니 받아
내 하루 끝에서
자꾸 서성거리지 말고
모든 걸 잃었을 때
네 옆을 지켜줄게
I know you’re the one for me
I’ll never lose ya
난 문제 투성이 love sick
길이 없었어
죽어도 좋았어
I'm a losеr in this game
세계의 유1한 법칙
나를 구해줘
내 손을 잡아줘
Please usе me like a drug
I know I love you
Got fame
Got money
I don’t want that
없다면 네가 바로 나의 옆에
한순간에 가진 걸 모두 다
잃는다 해도
I would die for you
나조차도 헷갈리는 나의 감정
이런 내 모습에 상처 입고
다친 너를 봤어
변한 모습을 보여줄게
I’ll change
What I’m tryna say is
that you need to stay
난 문제 투성이 love sick
길이 없었어
죽어도 좋았어
I'm a losеr in this game
세계의 유1한 법칙
나를 구해줘
내 손을 잡아줘
Please usе me like a drug
I know I love you
Say you love me
Say you love me
세계의 끝까지
All or nothing
I want all of you
I know I love you
Say you love me
Say you love me
세계의 끝까지
All or nothing
I give all of you
I know I love you",투모로우바이투게더,2021.06.25,"16,575",랩/힙합
"Boiling Point (Feat. 사이먼 도미닉, Tabber) (Prod. by 0channel)","Yeah I’ve got bubble bubble
bubble gum
다른 hater 들의 말은
전부 다 씹고 있어
그래 pocket full of money
또 내가 원하는 데로
열심히 돈 벌고 있고
그냥 kick back 또 flip 해
니들이 바라는 데로 개소리는 쉿했어
힘 뺐지 인마 go for it
네가 자신 있다면
굴려 인마 네가 자신 있다면
내가 분명하게 그어줄게
음악으로 돈 벌어 먹고살려
생각하는 놈들 너희
방식으론 안된다니까
여기서 배운 게 있다면
머리를 비우는 거야
이런 삶에 쫓겨 살면서도
너는 바퀴를 굴리지 않으니
뒤집힌 거야
나는 뒤집었어 전부 뒤집었지
그래 그때도 말했지 tory 처럼
I stay up late at night
Feel like I’m never tired
Did I sharpen a knife
Things will happen at night
I think they gotta run now
yeah
Run until when I’m not around
‘fore we go loud
‘fore we go loud
나 일하라고 부추긴 백수들은
요즘 뭐 하고 살아 어 그래 너 look
랩퍼들 욕하는 댓글엔 대부분이
랩퍼들 yeah I know who you are
근데 ironic 내 몸값을
키워주는 건 them 아주 고맙게도
고맙긴한데 내 머리 위에
올라타 있는 듯 굴지 말래 좀
을이 되고 나서 check my 정산서
두 달 연속 억 소리가 3 times
Fuck that 트로피의 그립감
fuck your 10k 도금 텅 빈 crown
내 조카 태어난 지
한 달 가까이 됐어
난 걔를 위해 앞으로 살아가려 해
존경은 니 형한테나 많이 줘라
난 내 돈만 받아가면 돼
Rap money TV money
내 가족을 위한 거라면
그 출처가 어디든 뭐
이제는 그거 하나만 생각하게
다 비워놨지 머리를 넬로처럼
I stay up late at night
Feel like I’m never tired
Did I sharpen a knife
Things will happen at night
I think they gotta run now
yeah
Run until when I’m not around
‘fore we go loud
‘fore we go loud
They used to be
내게 고개 들고 말했지
너는 왜 그렇게 발전없어
그런놈들 몇쯤은 사뿐하게
발밑에 깔아두고
추고있지 망치 춤을
넌 뭐했어 야 뭐했어 야
밥이라며 난 뭐했어 야
니가 발전 없다던 놈은
벌써 수많은 respect 으로
목욕하고 있어
야 니가 바라는 데로 하는 게
제일 좋은 방법 이라면서
너는 지금 어디 갔니 hol’ up
멍청한 짓이나 하고 있겠지
어린애들 놀리지 마
걔네보다 어린 마인드 가진 게
걍 엎어버려 또 엎어버리지
어버버 대다 끝나는 게임인데
뭔 힘을 빼냐 걍 비켜
저기에 난 goal
over 쉬워 웃기게 I’m gone
I stay up late at night
Feel like I’m never tired
Did I sharpen a knife
Things will happen at night
I think they gotta run now
yeah
Run until when I’m not around
‘fore we go loud
‘fore we go loud",펀치넬로 (punchnello),2019.01.28,"7,600",랩/힙합
씩 (SSICK),"Come on
Everybody look at me

미소 지어 씩
넘어왔죠 픽
네 친구도 날 pick
두 세 번쯤 튕 튕겨
머리가 핑핑핑
트리플 악셀 피겨
넘어갈 듯 말 듯한
아찔한 경계선을 지켜

핫한 척하는 가짜들은 싱거워
날 우대하는 가식들은 지겨워
비켜 멀미가 나 진절머리가 나
선 넘지 마 아직 우리라 부르지 마 너와 날

잠깐 실례할게
끊이질 않는 전화벨
겸손은 내 두 손과 함께
주머니 속으로

I'm so sick
Sick Sick
Me so sick
Sick Sick
홀린 것 같대

When I’m with the mic, with the mic
경고 in the night, in the night
I'm so sick
With the mic, with the mic
입꼬리는 한쪽만 올려 씩

Feel good, 다 몽롱한 mood
아슬하게 피해 가는 위험 수준 (Warning, danger)
여기고 저기고 날 불러 빠 바바 빨리 뛰는 심장
힘 빠지게 말장난 하는 애들은 다 가라 쉿

I’m a player, 이 분위기를 바꿀 game changer
안 베껴 촌티 나는 스타일에 나는 back off
피 끓게 만드는 이 밤에 모른 척 쌩
하고 지나칠 수 없지 날 부르기 바쁘대

Oh yeah I know
That I don’t have anything special
But yeah did you know?
That I myself am really special yeah yeah

잠깐 실례할게
끊이질 않는 전화벨
겸손은 내 두 손과 함께
주머니 속으로

I'm so sick
Sick Sick
Me so sick
Sick Sick
홀린 것 같대

씩 하는 순간에 휙
시선들이 다 freeze
Me so sick and legendary

어느 때도
Unstoppable
밝게 더 밝게 더 웃어
Cheese

태어났을 때도 sick
그래 울지 않고 씩
첫걸음마도 sick
내 소식도 so sick

졸업장 받고 씩
무대 위에서 sick
상 받고 나서 씩
우린 그래왔다
You see?

I'm so sick
Sick Sick
Me so sick
Sick Sick
홀린 것 같대

When I’m with the mic, with the mic
경고 in the night, in the night
I'm so sick
With the mic, with the mic
입꼬리는 한쪽만 올려 씩

둠따란따 둠따란따
둠따란따 둠 sick
둠따란따 둠 둠따란따
둠따둠따둠 씩",Stray Kids (스트레이 키즈),2021.08.23,"12,949",랩/힙합
You Wanna Die (Feat. Futuristic Swaver),"I don’t wanna die
I always gettin’ high
넌 너무 많아 말
난 아직 어려 나이
bands on me
racks on me
Imma makin’ money
so you wanna die
I don’t wanna die
I always gettin’ high
넌 너무 많아 말
난 아직 어려 나이
bands on me
racks on me
Imma makin’ money
so you wanna die
내 돈을 count it up
나는 계속 blowing up
너는 내가 부러워
결국 이렇게 됐어
diamonds on me dancing wow
I got money and the plug
you wanna die
cuz I'm top
we're high
you're alone
1년 전 말했어
모두가 안 된댔어
난 니 예상을 깼어
난 너보다 돈 벌어
I don't wanna die
Imma work tonight
열 여덟 살 내 나이
넌 괴롭혔어 날
I don't wanna die
Imma work tonight
your money is all mine
your money is all mine
I don’t wanna die
I always gettin’ high
넌 너무 많아 말
난 아직 어려 나이
bands on me
racks on me
Imma makin’ money
so you wanna die
I don’t wanna die
I always gettin’ high
넌 너무 많아 말
난 아직 어려 나이
bands on me
racks on me
Imma makin’ money
so you wanna die
처맞기 싫으면 공부해
내가 너 대신 돈 벌게
내가 한 거라고 미투해
어차피 난 내 일에 집중해
알릭스랑 발렌시아갈
장바구니에 골인
It's my party I ain't leaving
till the morning
넌 배 아파서 죽을려고 해
자꾸 울려고 해
이 병신들은 나랑 놀면
경찰 부를려고 해
If u don't wanna d-i-e
G-double o-d-b-y-e
이젠 내게 없어 시간이
짐을 챙기고 떠나지
저 미래로 전 세계로
돈을 벌어 너네 배로
난 방구석에서 많은 걸
이뤄왔지 잘 봐
이젠 니들 월급 민우 이틀 약 값
I don’t wanna die
I always gettin’ high
넌 너무 많아 말
난 아직 어려 나이
bands on me
racks on me
Imma makin’ money
so you wanna die
I don’t wanna die
I always gettin’ high
넌 너무 많아 말
난 아직 어려 나이
bands on me
racks on me
Imma makin’ money
so you wanna die",Yuzion,2020.02.17,"7,019",랩/힙합
Wanna Do (Feat. Woosoo),"i can't run away
낯선 떨림이 혼란스럽게 해
get rowdy
숨이 막혀와 너의 눈빛
깊은곳으로 빠져들어
알수없는 분위기에 나 취해
how you feelling-
오늘 이 밤이 다 가기전에 yeah-
지금 이 순간이 떠나 가기전에 baby
i want to know you and your body
i don’t care about nobody eh-
wanna do wanna do
wanna do wanna do ya-
wanna do wanna do
wanna do wanna do uh-
i wanna touch your body
i wanna feel you- baby
on the ground, on the lips,
on the hips yeah
모든걸 알려줘 오늘밤에
wanna do wanna do
wanna do wanna do uh
wanna do wanna do
wanna do wanna do ya-
over and over
나 홀린듯 해 yeah
again and again
헤어 나올 수 없어 my lady
You don't have
to be so sweet yeah
아직은 위험해
so danger- danger
never let you down
you trust me now trust me now
trust me now
내 전부를 다 바쳐
오늘 이 밤이 다 가기전에 yeah-
지금 이 순간이 떠나 가기전에 baby
i want to know you and your body
i don’t care about nobody eh-
wanna do wanna do
wanna do wanna do ya
wanna do wanna do
wanna do wanna do uh-
i wanna touch your body
i wanna feel you- baby
on the ground, on the lips,
on the hips yeah
모든걸 알려줘 오늘밤에
wanna do wanna do
wanna do wanna do uh
wanna do wanna do
wanna do wanna do ya-
i wanna touch your body
i wanna touch your body
i wanna feel you- baby
on the ground, on the lips,
on the hips yeah
모든걸 알려줘 오늘밤에
wanna do wanna do
wanna do wanna do uh
wanna do wanna do
wanna do wanna do ya-",유권 (블락비),2023.01.06,381,랩/힙합
"Rewind (Feat. TRADE L, OSUN (권오선))","I gotta rewind
전부 다 돌아가길 원하지만
나 혼자 책임질 게 너무나 많아
장면들 하나씩
기억에 남아
다시 되감아 줘 remind
If I rewind
후회하지 않게
지금처럼 바보같인 안 할게
돌아갈 시간이
다가오고 난 고민해

Rewinding my memory
isn`t easy
But remember
내 말은 지켜야 되니까 oh
사람 일 모른다니까 택했지
평생 빛 보거나 묻히면서도 사는 거
Using my time, workin all day
앞이 안 보이더라도 이것 말고 안돼
I gotta rewind for this upgrading
I gotta remind for this amazing
Where`s my life
잃어버린듯해 아직도
돌아가라던 말
많이 들었어 시도조차 안 해
No doubt
I`ll be makin` rain of success
혼 더 빠지고 빠지게
Keepin` try for this
난 악감정 따윈 안 갖고 살아
이 자리 더 높이려면
놈들한테 욕 더 먹어도 돼
허나 이 삶 바꾸려고 달려든다면
그 자리 더 가라앉게 만들 테니
그냥 바라보게

I gotta rewind
전부 다 돌아가길 원하지만
나 혼자 책임질 게 너무나 많아
장면들 하나씩
기억에 남아
다시 되감아 줘 remind
If I rewind
후회하지 않게
지금처럼 바보같인 안 할게
돌아갈 시간이
다가오고 난 고민해

무작정 yeah
음악이 좋아 시작했지 yeah
돌아가도 똑같이 임할진
나도 몰라 아직
필요 없는 흉터가 많이
발 담근 거 끝까지 가야지
어깨는 무거워져 가지
주위 뱀들은 지독해
원하는 게 눈에 다 보여
보여주지 못해 내 love
그래도 모르는 척
이게 내가 배운 21년도
모든 걸 던져 코인처럼 올라가 난 점점
나랑 대화하기 전엔 페이가 먼저 H1GHR Ambition 걸렸잖아 2년 정도
내일 밤은 잠에 들길 기도해
좋은 장면들이 많아 찍고 싶어 매일
할 일은 뒤로해 돌아가지 않기로 해
날 보는 넌 어때 그중에 one of them
매일 밤이 두려워 기로에
나쁜 장면들이 많아 다시 찍기로 해
할 일은 뒤로해 돌아가지 않기로 해
날 보는 넌 어때 이제 난 one of them

I gotta rewind
전부 다 돌아가길 원하지만
나 혼자 책임질 게 너무나 많아
장면들 하나씩
기억에 남아
다시 되감아 줘 remind
If I rewind
후회하지 않게
지금처럼 바보같인 안 할게
돌아갈 시간이
다가오고 난 고민해",Way Ched (웨이체드),2022.01.11,"2,492",랩/힙합
