제목,가사,가수,발매일,좋아요수,장르
여자의 거울,"1..당신을 만나서 거울을 보게 됐죠
사랑에 눈이 멀어 버린 들꽃처럼
우연히 간직해온 치마을 입어본순간
운명의 막은 올라갔죠..
잘해준다는 그말 믿을께요..
진실한 그사람을 그약속을~
바보라서 여잔 바보라서 여잔
당신만 믿고살래요~

2..당신을 만나서 정말로 행복해요
사랑하면 그리 눈물이 나나봐요
아무것도 아닌데 아무일도 아닌데
자꾸만 당신만 찾네요
아이가 되어버린 여자라서
당신만 힘들게 하나봐요
미안해요 정말 미안해요 정말
사랑을 줄일수 없네요
미안해요 정말 나는 바보에요
당신만 너무 사랑해요",장윤정,2004.10.22,169,성인가요/트로트
해운대 연가 (DJ처리 Remix Ver.),"푸른 물결 춤을 추고
물새 날아드는
해운대의 밤은 또 그렇게
지나가는데
해운대 한 가운데
떠오르는 몇개의 보름달 아래
달구경하러 우리함께
손잡고 올라갔던 달맞이 고개
드넓은 바다를 바라보면서
고백했던 수줍은 첫사랑
다시 돌아온단 그말조차
파도에 휩쓸려 사라져버렸네
하얀 모래밭에 사랑이란
글씨를 쓰며
영원히 날 사랑한다
맹세하던 그대
널 널 널 널
널 널 널 널
널 널 사랑해
떨리는 내 입술에
키스해 주던 너
보고싶은 사랑
추억속의 그대
해운대의 사랑이여
광한대교 지나
해운대를 거쳐
달맞이 고갤 넘어가고있어
깊은밤 널찾아 헤메이고있어
도대체 넌 어디있는거야
부산에 와서 해운대에 와서
이럴땐 정말 네 생각이나
아직도 난 그대로인데
추억속에 넌 어디있는거야
푸른 물결 춤을추고
물새 날아드는
해운대의 밤은 또 그렇게
지나가는데
해운대 한 가운데
가로지르는 광한대교 뒤로
저 멀리 보이는 동백섬에
모여든 겨울 갈메기때
보고픈 내 님 소식을 알까
아무리 불러봐도
대답이 없네
너와 나 걷던 하얀 백사장에
추억을 품은 슬픈 파도만이
하얀 모래밭에 사랑이란
글씨를 쓰며
영원히 날 사랑한다
맹세하던 그대
널 널 널 널
널 널 널 널
널 널 사랑해
떨리는 내 입술에
키스해주던 너
보고싶은 사랑
추억속에 그대
해운대의 사랑이여
보고 싶은 사랑
추억속에 그대
해운대의 사랑이여
부산에 왔어 해운대에 왔어
이럴땐 정말 네 생각이나
아직도 난 그대로인데
추억속에 넌 어디있는거야",전철,2005.04.01,73,성인가요/트로트
간 큰 남자,"남자들아 힘을 내라
힘을 내자
힘을 내자
어깨를 활짝 펴라
어깨를 활짝 펴라
목소리를 높여라
크게 하자
크게 하자
간 큰 남자여
남자 남자
남자 남자

남자 남자 간 큰 남자
아내한테 전화 건 남자에게
누구세요 왜 그러세요
감히 물어보려는 남자
아내의 말에
꼬박꼬박 말대꾸하려는 남자
향수 뿌리고 외출하는
아내의 뒷모습을
미심쩍게 흘겨보는
겁없는 남자
남자 남자 간 큰 남자
이런 남자는 이런 남자는
간이 간이 간이
간이 큰 남자예요
매일 아침 식탁에 주저앉아
밥달라고 보채는
아주 염체가 없는 남자
벌어오는 것도 시원찮으면서
반찬투정 하려는 남자
밀린 빨래와 설거지를
하려는 생각은 하지않고
비디오만 보려는
남자 남자 남자 간 큰 남자
이런 남자는 이런 남자는
간이 간이 간이
간이 큰 남자예요
남자들아 힘을 내라
힘을 내자
어깨를 활짝 펴라
목소리를 높여라 크게 하자
간 큰 남자여

아내가 외출하고 돌아오면
어디갔다 왔느냐고
감히 물어보려는 남자
아내에게 오는 삐삐번호를
일일이 체크하는 남자
바쁜 아침에 아내에게
용돈이 적다면서
투덜 투덜 막무가내로
떼쓰는 남자
남자 남자 간 큰 남자
이런 남자는 이런 남자는
간이 간이 간이
간이 큰 남자예요
남자들아 남자들아
간 큰 남자여
간 큰 남자",김혜연,1994.05.15,10,성인가요/트로트
알고싶어요,"달 밝은 밤에 그대는
누구를 생각하세요,
잠이 들면 그대는
무슨꿈 꾸시나요,
깊은 밤에 홀로 깨어
눈물 흘린 적 없나요
때로는 일기장에 내 얘기도 쓰시나요
나를 만나 행복했나요
나의 사랑을 믿나요
그대 생각하다보면 모든게 궁금해요

하루중에서 내 생각 얼만큼 많이 하나요
내가 정말 그대의 마음에 드시나요
참새처럼 떠들어도 여전히 귀여운가요
바쁠때 전화해도 내목소리 반갑나요
내가 많이 어여쁜가요
진정 나를 사랑하나요
난 정말 알고 싶어요
얘기를 해주세요",이선희,2004.01.13,72,성인가요/트로트
나를 보러와요,"날 보러 와요 날 보러 와요
날 보러 와요 날 보러 와요
날 보러 와요 날 보러 와요
오~

외로울 땐 나를 보러 오세요
울적할 땐 나를 보러 오세요
깊은 밤 잠 못들 땐 전화를 해요

괴로움은 멀리 던져버려요
서러움을 잊고 웃어보아요
포근히 아픈 마음 감싸드릴께

가진것은 없어 마음뿐이야
거짓 없는 마음 하나
당신께만 드리겠어요
아낌없이 드리겠어요

외로울 땐 나를 보러 오세요
울적할 땐 나를 보러 오세요
오오~ 언제든지 보러 오세요

가진것은 없어 마음뿐이야
거짓 없는 마음 하나
당신께만 드리겠어요
아낌없이 드리겠어요

외로울 땐 나를 보러 오세요
울적할 땐 나를 보러 오세요
오오~ 언제든지 보러 오세요

날 보러 와요 날 보러 와요
날 보러 와요 날 보러 와요.",방미,1980.04.19,123,성인가요/트로트
Call Me,"오늘밤을 즐겨봐요 춤을 추어요
내가슴이 뜨거워요 유혹 해줘요
지난 사랑 다 잊고
떠난 사람 다 잊고
Call me Call me my love Call me
오늘밤에 만나요
Call me Call me Tonight
그댈 사랑하고 싶어요 Call me

우우 우우 우우 우우
속삭여줘요 give me
우우 우우 우우 우우
안아 주세요 love me
우우 우우 우우 우우
키스 해줘요
연기처럼 나를 마셔 버려요
담배처럼 나를 사랑 해줘요
Call me Call me my love Call me
금요일이 좋아요
Call me Call me Tonight
그댈 사랑하고 싶어요 Call me

오늘밤을 불태워요 춤을 추어요
두눈으로 말해줘요 유혹 해줘요
음악속에 젖어서 이순간을 즐겨요
Call me Call me my love Call me
오늘밤에 만나요
Call me Call me Tonight
그댈 사랑하고 싶어요 Call me

우우 우우 우우 우우
속삭여줘요 give me
우우 우우 우우 우우
안아 주세요 love me
우우 우우 우우 우우
키스 해줘요
연기처럼 나를 마셔 버려요
담배처럼 나를 사랑 해줘요
Call me Call me my love Call me
금요일이 좋아요
Call me Call me Tonight
그댈 사랑하고 싶어요 Call me",장윤정,2006.09.25,263,성인가요/트로트
카스바의 여인,"담배연기 희미하게 자욱한 카스바에서

이름마저 잊은체 나이마저 잊은체

춤추는 슬픈 여인아 그날 그카스바로

그날 그자리에 처음만나 사랑을하고

낮설은 내가슴에 쓰러져 한없이

울던 그사람 오늘밤도 눈물에젓어

춤추는 카스바의여인



왜로움을 달래려고 찾아온 카스바에서

어디에서 본듯한 한번쯤은 만난듯한

춤추는 슬픔여인아

그날 그카스바로 그날 그자리에 처음만나

사랑을하고 낮설은 내가슴에 쓰러져 한없이

울던 그사람 오늘밤도 눈물에젓어

춤추는 카스바의여인",함중아,1999.04.01,49,성인가요/트로트
아버지의 강,"아 저녁 바람에 억새 울고
강 기슭에 물새 울면
어디선가 들려오는 아버지의 노래
고기를 잡아 날 키우시고
뱃노래 불러 날 재우시던
아아아 아버지
불러봐도 대답 없이 흐르는
저 강은 아버지의 강이여
저 강 건너 나루터에
물새 한 마리 슬피 울면
강바람에 검게 타신
아버지가 그리워
고기를 잡아 날 키우시고
뱃노래 불러 날 재우시던
아아아 아버지
불러봐도 대답 없이 흐르는
저 강은 아버지의 강이여",신웅,2000.11.01,12,성인가요/트로트
바람의 여인,"1절

바람이 스쳐가듯 우연히 찾아와서

이렇게 내마음 가져가 버린 여인

그대여 지금은 그어느하늘아래에~~

또다른 사랑을 꿈꾸며 살아가나~~

내영혼 모두를 앗아가버린 여인-(후렴으로)



2절

환상의 여인이여 꿈속의 여인이여

아련한 추억만 남기고 떠난 여인

그대여 지금은 그 어느 품안에서

또다른 사랑을 꿈꾸며 속삭이나

내영혼 모두를 앗아가버린 여인



(후렴)

바람의 여인 폭풍처럼 스쳐가는 중년의 여인

불꽃처럼 타던 밤을 못잊어~~



운명의 여인이여 내게로 돌아와요

이렇게 그리워 이밤도 눈물짓네",남진,2008.03.01,23,성인가요/트로트
TV를 보면서,"TV를 보면서 눈물이 흐르네
사람들은 어디에 기대어 살까
아마도 당신을 알 것만 같았어
사랑은 또 다시 나의 편인걸

혼자뿐인 식사는
이미 식어버렸네
텅 빈 아파트 불빛
외로운 나의 마음
기대어 울 사람 여기
있었으면 좋겠네
입가에 번진 눈물
호올로 울수 밖에

혼자뿐인 식사는
이미 식어버렸네
텅 빈 아파트 불빛
외로운 나의 마음
기대어 울 사람 여기
있었으면 좋겠네
입가에 번진 눈물
호올로 울수 밖에
TV를 보면서 눈물이 흐르네
사람들은 어디에 기대어 살까
사람들은 어디에 기대어 살까",최성수,2008.04.30,280,성인가요/트로트
그저 바라볼수만 있어도,"이말 한마디 말없이 슬픔을 잊고져
멀어지는 그대에 눈빛을 그저 잊고져
작은 그리움이 다가와 두눈을 감을때
가슴 스치는것이 무엇인지 모르오
그저 바라볼수만 있어도 좋은 사람
그리워 떠오르면 가슴만 아픈 사람
둘이 헤여짐은 멀어도 마음 남아서
창문 흔들리는 소리에 돌아보는 마음

그저 바라볼수만 있어도 좋은 사람
그리워 떠오르면 가슴만 아픈 사람
둘이 헤여짐은 멀어도 마음 남아서
창문 흔들리는 소리에 돌아보는 마음",노사연,2007.04.19,119,성인가요/트로트
안동역에서,"바람에 날려버린 허무한 맹세였나
첫눈이 내리는날 안동역앞에서
만나자고 약속한 한사람
새벽부터 오는눈이
무릎까지 덮는데
안오는건지 못오는건지
오지않는 사람아
안타까운 내마음만 녹고녹는다
기적소리 끊어질판에
어차피 지워야할
사랑은 꿈이였나
첫눈이 내리는날 안동역앞에서
만나자고 약속한사람
새벽부터 오는눈이
무릎까지 덮는데 안오는건지
못오는건지
대답없는 사람아
기다리는 내마음만 녹고 녹는다
밤이 깊은 안동역에서
기다리는 내마음만 녹고 녹는다
밤이 깊은 안동역에서",진성,2008.10.01,352,성인가요/트로트
울릉도 트위스트,"울렁울렁 울렁대는 가슴안고
연락선을 타고가면 울릉도라
뱃머리도 신이나서
트위스트 아름다운 울릉도

붉게 피어나는 동백 꽃잎처럼
아가씨들 예쁘고
둘이 먹다가
하나 죽어도 모르는 호박엿

울렁울렁 울렁대는 처녀가슴
오징어가 풍년이면 시집가요
육지손님 어서와요
트위스트 나를 데려가세요

울렁울렁 울렁대는 울릉도길
연락선도 형편없이 지쳤구나
어지러워 비틀비틀 트위스트
요게 바로 울릉도

평생 다가도록 기차구경
한번 못 해보고 살아도
기차보다 좋은 비행기는
구경 실컷하며 살아요

싱글벙글 생글생글 처녀총각
영감마님 어서와요 춤을춰요
오징어도 대풍일세
트위스트 사랑을 합시다
사랑을 합시다
사랑을 합시다",윙크,2008.11.11,119,성인가요/트로트
꽃 바람 여인,"가슴이 터질듯한
당신의 그 몸짓은
날 위한 사랑인가
섹시한 그대 모습
한모금 담배연기 사랑을 그리며
한잔의 샴페인에
영혼을 팔리라
세월의 향기인가
다가서는 당신을
꽃바람 여인인가
나만의 사랑
사랑의 노예가
되어버렸어 어쩔수 없었네
꽃바람 여인
영원한 사랑이란
숨이 막혀오네요
망가진 내 모습은
어쩔 수 없는 사랑
한모금 담배연기 사랑을 그리며
한잔의 샴페인에
영혼을 팔리라
세월의 향기인가
다가서는 당신을
꽃바람 여인인가 나만의 사랑
사랑의 노예가 되어버렸어
어쩔수 없었네
꽃바람 여인
사랑의 노예가 되어버렸어
어쩔수 없었네
꽃바람여인",조승구,2009.03.31,528,성인가요/트로트
올 가을엔 사랑할꺼야,"묻지 말아요
내 나이는 묻지 말아요
올 가을엔 사랑할꺼야
나 홀로 가는 길은
너무 쓸쓸해
너~무 쓸쓸해
창밖엔 눈물짓는
나를 닮은
단풍잎 하나
가을은 소리없이
본체만~체
흘러만 가는데
애타게 떠오르는
떠나간 그리운 사람
그래도 다시
언젠가는
사랑을 할꺼야
사랑~할꺼야

울지 말아요
오늘밤만은 울지 말아요
아무리 슬픈
일이 있어도
그대가 없이 가는 길은
쓸쓸해 너~무 쓸쓸해
달빛은 화사하게
겨울 가로등
불빛을 받아
오늘도 소리없이
비춰만 주는데
변함~없~이
애타게 떠오르는
떠나간 그리운 사람
그래도 다시
언젠가는
사랑을 할꺼야
사랑~할꺼야",방미,1989.07.01,178,성인가요/트로트
고향아줌마,"술잔을 들다말고 우는 사람아
두고온 님 생각에 눈물 뿌리며
망향가 불러주는 고향아줌마
동동주 술타령에 밤이 섧구나
밤이 섧구나

들어찬 목로주점 나그네 마다
넋두리 하소연에 푸념도 많어
내 고향 사투리의 고향아줌마
나그네 인생길에 불빛만 섧다
불빛만 섧다",김상진,2009.10.01,59,성인가요/트로트
한송이 꿈,"""안녕이란 말대신
사랑한다고 했지
떠나간지 어느새
너는 나를 잊었나
기다리지 않아도
다시 온다고 했지
한송이 꿈을 남기고
떠난 너를 기다려
나를 사랑한다고
다시 돌아온다고
한송이 꿈을 남기고
떠난 너를 못잊어

안녕이란 말대신
사랑한다고 했지
떠나간지 어느새
너는 나를 잊었나
기다리지 않아도
다시 온다고 했지
한송이 꿈을 남기고
떠난 너를 기다려
나를 사랑한다고
다시 돌아온다고
한송이 꿈을 남기고
떠난 너를 못잊어
너를 못잊어
너를 못잊어""",이수만,1983.12.20,106,성인가요/트로트
우연히,"나이트 클럽에서 우연히 만났네
첫사랑 그 남자를
추억에 흠뻑 젖어 함께 춤을 추었네
철없던 세월이 그리워
행복하냐 물었지 아무런 말도 없이
눈물만 뚝뚝뚝 흘리는 그 사람
난 벌써 용서했다고 난 벌써 잊어버렸다고
말을 해 놓고 안아주었지
정말 정말 행복해야 된다고

오늘밤 우연히 우연히 만났네
첫사랑 그 남자를
나이트 클럽에서 함께 춤을 추었네
철없던 세월이 그리워
행복하냐 물었지 아무런 말도 없이
눈물만 뚝뚝뚝 흘리는 그 사람
난벌써 용서했다고 난 벌써 잊어버렸다고
말을 해 놓고 안아주었지
정말 정말 행복해야 된다고
정말 정말 행복해야 된다고",우연이,2010.04.10,239,성인가요/트로트
당신,"보내야 할 당신 마음 괴롭더라도
가야만 할 당신 미련 남기지말고
맺지 못할 사랑인줄을 알면서도
사랑한 것이 싸늘한 뺨에
흘러 내리는 눈물의 상처되어
다시는 못 올 머나먼 길을
떠나야할 당신
맺지 못할 사랑인줄을 알면서도
사랑한 것이 싸늘한 뺨에 흘러
내리는 눈물의 상처되어
다시는 못 올 머나먼 길을
떠나야할 당신",배호,2010.08.18,158,성인가요/트로트
갈색추억,"희미한 갈색 등불 아래
싸늘히 식어가는 커피잔
사람들은 모두가 떠나고
나만홀로 남은 찻집
아무런 약속도 없는데
그사람 올리도 없는데
나도 몰래 또다시 찾아온
지난 날 추억속의 그찻집
우리는 나란히 커피를 마시며
뜨거운 가슴 나누었는데
음악에 취해서 사랑에 취해서
끝없이 행복했는데
어느날 갑자기 그대는 떠나고
갈색 등불 빛만 남아
외로운 찻잔에 싸늘한 찻잔에
희미한 갈색추억
우리는 나란히 커피를 마시며
뜨거운 가슴 나누었는데
음악에 취해서 사랑에 취해서
끝없이 행복했는데
어느날 갑자기 그대는 떠나고
갈색 등불 빛만 남아
외로운 찻잔에 싸늘한 찻잔에
희미한 갈색추억
어느날 갑자기 그대는 떠나고
갈색 등불 빛만 남아
외로운 찻잔에 싸늘한 찻잔에
희미한 갈색추억",한혜진,2010.10.28,201,성인가요/트로트
오빠는 잘있단다,"너를 만나 사랑했다 행복했었다
날 두고 떠나갈 수있나
잃어버린 세월에 내 이름 생각난다면
오빠는 잘 있단다
지킬 수 없었던 약속 남자는 울었지
실패한 사랑에 내 이름을 지우고
이별 앞에 몸을 숨긴 오빠를 잊어다오
세월 속에서 오빠는 잘 있단다

너를 만나 사랑했다 행복했었다
날 두고 떠나갈 수있나
잃어버린 세월에 내 이름 생각난다면
오빠는 잘 있단다
지킬 수 없었던 약속 남자는 울었지
실패한 사랑에 내 이름을 지우고
이별 앞에 몸을 숨긴 오빠를 잊어다오
세월 속에서 오빠는 잘 있단다
지킬 수 없었던 약속 남자는 울었지
실패한 사랑에 내 이름을 지우고
이별 앞에 몸을 숨긴 오빠를 잊어다오
세월 속에서 오빠는 잘 있단다",현숙,2011.03.30,100,성인가요/트로트
고장난 벽시계,"세월아 너는 어찌
돌아도 보지 않는냐
나를 속인 사랑보다
늬가 더욱 야속 하더라
한두번 사랑 땜에 울고 났더니
저만큼 가버린 세월
고장난 벽시계는 멈추었는데
저 세월은 고장도 없네
청춘아 너는 어찌
모른척 하고 있느냐
나를 버린 사람보다
늬가 더욱 무정하더라
뜬구름 쫓아가다 돌아 봤더니
어느새 흘러간 청춘
고장난 벽시계는 멈추었는데
저 세월은 고장도 없네",김연자,2011.05.03,227,성인가요/트로트
목마와 숙녀,"한 잔의 술을 마시고
우리는 버지니아 울프의 생애와
목마를 타고 떠난
숙녀의 옷자락을 이야기 한다
목마는 주인을 버리고
거져 방울소리만
울리며 가을 속으로 떠났다
술병에서 별이 떨어진다
상심한 별은
내 가슴에 가볍게 부서진다
그러한 잠시 내가 알던 소녀는
정원의 초목 옆에서 자라고
문학이 죽고 인생이 죽고
사랑의 진리마저
애증의 그림자를 버릴 때
목마를 탄 사랑의 사람은
보이지 않는다
세월은 가고 오는 것
한 때는 고립을 피하여 시들어 가고
이제 우리는 작별 하여야 한다
술병이 바람에 쓰러 지는
소리를 들으며
늙은 여류 작가의
눈을 바라다 보아야 한다
등대
불이 보이지 않아도
그저 간직한 페시미즘의
미래를 위하여
우리는 처량한 목마 소리를
기억 하여야 한다
모든 것이 떠나든 죽든
그저 가슴에 남은
희미한 의식을 붙잡고
우리는 버지니아
울프의 서러운 이야기를
들어야 한다
두개의 바위 틈을 지나
청춘을 찾는 뱀과 같이
눈을 뜨고 한 잔의
술을 마셔야 한다
인생은 외롭지도 않고
그저 낡은 잡지의 표지처럼
통속하거늘
한탄할 그 무엇이 무서워서
우리는 떠나는 것일까
목마는 하늘에 있고
방울소리는
귓전에 철렁거리는데
가을 바람 소리는
내 쓰러진 술병 속에서
목메어 우는데",박인희,2010.11.01,485,성인가요/트로트
울며헤진 부산항,"울며헤진 부산항을 돌아다보니
연락선 파도넘어 사라진 항구
이별만은 슬프더라
이별만은 야속터라
더구나 정들인 사람끼리 사람끼리
달빛아래 허허바다 물새만 울고
부산항 간곳없는 수평선 천리
이별만은 무정터라
이별만은 어렵더라
더구나 못잊을 사람끼리 사람끼리",남인수,1999.03.01,81,성인가요/트로트
허무한 마음,"마른 잎이 한 잎 두 잎
떨어지던 지난 가을날
사무치는 그리움만
남겨놓고 가버린 사람
다시 또 쓸쓸히 낙엽은 지고
찬서리 기러기 울며나는데
돌아온단 그 사람은
소식없어 허무한 마음
다시 또 쓸쓸히 낙엽은 지고
찬서리 기러기 울며나는데
돌아온단 그 사람은
소식없어 허무한 마음",정원,1995.08.29,82,성인가요/트로트
길,"세월따라 걸어온 길 멀지는 않았어도
돌아보니 자욱마다 사연도 많았다오
진달래꽃 피던 길에 첫사랑 불태웠고
지난 여름 그 사랑에
궂은 비 내렸다오
종달새 노래따라 한세월 흘러가고
뭉게구름 쳐다보며 한시절 보냈다오
잃어버린 지난 세월
그래도 후회는 없다
겨울로 간 저 길에는
흰 눈이 내리겠지",최희준,1990.09.01,72,성인가요/트로트
훌쩍훌쩍,"훌쩍 훌쩍 날 버리고 떠나지마요
설레는 사람이
이렇게 생길거라고 생각못했어
가슴이 마음이 떨려요
함께있으면 손이 닿으면
또 시작이 된건지
또 사랑이 온건지
뜨겁게 찡하게 한 번 만나 볼까요
사랑합니다 좋아합니다
훌쩍훌쩍 눈물이 나요
가지마세요 가지말아요
훌쩍훌쩍 날 버리고 떠나지마요
설레는 사람이
이렇게 생길거라고 생각 못했어
가슴이 마음이 떨려요
함께있으면 손이 닿으면
또 시작이 된건지
또 사랑이 온건지
뜨겁게 찡하게 한 번 만나 볼까요
사랑합니다 좋아합니다
훌쩍훌쩍 눈물이 나요
가지마세요 가지말아요
훌쩍훌쩍 날 버리고 떠나지마요
사랑합니다 좋아합니다
훌쩍훌쩍 눈물이 나요
가지마세요 가지말아요
훌쩍훌쩍 날 버리고 떠나지마요
사랑합니다 좋아합니다
훌쩍훌쩍 눈물이 나요
가지마세요 가지말아요
훌쩍훌쩍 날 버리고
날 버리고 떠나지마요",금단비,2011.12.12,139,성인가요/트로트
덕수궁 돌담길,"나훈아 - 덕수궁 돌담길
비내리는 덕수궁 돌담 저 길을
우산 없이 혼자서 거니는 사람
무슨 사연 있길래 혼자 거닐까
저토록 비를 맞고 혼자 거닐까
밤비가 소리없이 내리는 밤에
간주중
밤도 깊은 덕수궁 돌담 저 길을
비를 맞고 말없이 거니는 사람
옛날에는 두사람 거닐던 길을
지금은 어이해서 혼자 거닐까
밤비가 하염없이 내리는 밤에",나훈아,1999.07.01,59,성인가요/트로트
울고 넘는 박달재,"천둥산 박달재 를
울고넘는 우리님아
물항라 저고리가
궂은비에 젖는구려
왕 거미 집을 짓는
고개마다 구비 마다
울었소 소리첬소
이 가슴이 터지도록 .
부엉이 우는 산골
나를 두고 가는님아
돌아올 기약이나
성황님 께 빌고가소
도토리 묵을 싸서
허리춤에 달아주며
한사코 우는구나
박달재 에 금봉이야 .",이민숙,2005.03.01,19,성인가요/트로트
추풍령,"구름도 자고 가는 바람도 쉬어가는
추풍령 굽이마다 한 많은 사연
흘러간 그 세월을 뒤돌아 보며
주름진 그 얼굴에 이슬이 맺혀
그 모습 그립구나 추풍령 고개
기적도 숨이 차서 목메어 울고가는
추풍령 굽이마다 싸늘한 철길
떠나간 아쉬움이 뼈에 사무쳐
거칠은 두 뺨 위에 눈물이 어려
그 모습 흐렸구나 추풍령 고개",배호,2012.06.29,77,성인가요/트로트
번지없는 주막,"문패도 번지 수도 없는 주막에
궂은 비 나리는 이 밤도 애절쿠려
능수버들 태질하는
창살에 기대어
어느 날짜 오시겠소 울던 사람아
아주까리 초롱 밑에 마주 앉아서
따르는 이별주에
밤 비도 애절쿠려
귀밑머리 쓰다듬어
맹세는 길어도
못 믿겠소 못 믿겠소 울던 사람아",금잔디,2012.10.08,85,성인가요/트로트
도라지 고갯길,"연보라색 도라지꽃
피던 고갯길
사나이 가슴에
사랑을 주고
가버린 정든 님
이별이 서러워 이슬비도
하염없이 오는데
첫사랑에 울고 웃던
첫사랑에 울고 웃던
도라지 고갯길
백도라지 꽃잎이
지던 고갯길
사나이 가슴에
그리움 주고
떠나간 정든 님
잊지 못해서 산새들도
구슬프게 우는데
첫사랑에 울고 웃던
첫사랑에 울고 웃던
도라지 고갯길",김상진,2012.10.24,109,성인가요/트로트
지평선은 말이 없다,"어드메 계시온지 보고픈 어머님은
얼마나 멀고먼지 가고픈 내고향은
언제나 눈감으면 떠오르는 그모습
그리워 불러보는 이름이건만
지평선은 말이없다 대답이없다
드넓은 이세상에 외로운 우리남매
만나자 헤어지는 뼈져린 슬픈운명
차가운 이국땅에 쓰러져간 오빠를
가슴이 터지도록 불러보아도
지평선은 말이없다 대답이없다",이미자,2013.06.10,53,성인가요/트로트
할미꽃 사연,"어머님 무덤앞에
외로운 할미꽃
이 자식은 바라보며
눈물집니다
젊어서도 늙어서도
꼬부라진 할미꽃
그 사연 밤을 새워
들려 주시던
어머님의 그 목소리
어머님의 그 모습이
그 모습이
허공에 번져가네
어머님 무덤가에
꼬부라진 할미꽃
이 자식은 매만지며
흐느껴 웁니다
한평생을 자식위해
고생하신 어머니
그때는 몰랐어요
용서 하세요
나도 이제 부모 되니
어머님이 들려주신
그 이야기
이제는 알겠어요",김란영,2013.08.01,156,성인가요/트로트
화려한 인생아,"이 주먹하나로 나의 다리 하나로
오늘은 걷는다 뛰련다
찌들은 세상속에서
남자가 태어나
칼을 한번 뽑았으면은
사고한번 쳐야지
후회없게 살아봐야지
가진건 베짱이 전부지만
절대로 기가 죽지는 않아
멋있는 나니까 나니까 괜찮아
화려한 인생아 뜨거운 가슴아
이 한몸 산산이 부서져도
걱정마라
누구보다 멋있게 살꺼야
화려한 인생아 뜨거운 가슴아
어깨도 쫙펴고 살아야지
걱정마라
누구보다 멋있게 살꺼야
내 가슴속에는 뜨거운 내가 있다
그래서 걷는다 뛰련다
덤벼라 독한 세상아
남자가 태어나
칼을 한번 뽑았으면은
내 목숨을 걸겠다
다시 한번 주먹 꽉 쥔다
가진건 베짱이 전부지만
절대로 기가 죽지는 않아
멋있는 나니까 나니까 괜찮아
화려한 인생아 뜨거운 가슴아
이 한몸 산산이 부서져도
걱정마라
누구보다 멋있게 살꺼야
화려한 인생아 뜨거운 가슴아
어깨도 쫙펴고 살아야지
걱정마라
누구보다 멋있게 살꺼야
걱정마라
누구보다 멋있게 살꺼야",미스터 팡,2013.11.19,98,성인가요/트로트
오라버니,"날 사랑 하신다하니
정말 그러시다니
구름타고 빛나는
하늘 훨훨 날아 갑니다
날 사랑 하신다하니
정말 행복하여서
설레이다 떠는 가슴은
아픈줄도 모른 답니다
오라버니 어깨에 기대어 볼래요
커다란 가슴에 얼굴을 묻고
지금 이대로 죽어도 여한 없어요
난 정말 여자라서
행복해요 오라버니
사랑한다 말해 주세요
정신을 못차릴거야
오라버니 목소리에 울고 웃어요
내겐 영원한 오라버니
오라버니 어깨에 기대어 볼레요
커다란 가슴에 얼굴을 묻고
지금 이대로 죽어도 여한 없어요
난 정말 여자라서 행복해요
오라버니
사랑한다 말해 주세요
정신을 못차릴거야
오라버니 목소리에 울고 웃어요
내겐 영원한 오라버니
내겐 영원한 오라버니
나의 오라버니",금잔디,2013.12.12,222,성인가요/트로트
카리스마,"아 신라의 밤이여
이 세상에서 꿈꾸던 나의 인생은
세월 가면 잊혀지는 그런 게 아니야

하루를 살다가도 영원토록 기억되는 사람
그게 바로 나야
영웅처럼 사는 거야

이 세상에서 꿈꾸던 나의 사랑은
바람처럼 스쳐가는 그런 게 아니야

하루를 사랑해도 숨이 막혀 미칠 듯한 사랑
그게 바로 나야
영화처럼 사는 거야

어둠을 제압하는 불타는 눈빛
폭풍을 잠 재우는 잔잔한 미소

세상 모든 만물들이 고개를 숙이고
하늘을 끌어안는 넉넉한 가슴

대지를 불사르는 뜨거운 정열
그게 바로 나야
거침없는 카리스마

이 세상에서 펼쳐진 나의 인생은
오랜 세월 꿈꿔왔던 그런 게 아니야

하지만 세월 앞에 모든 것을 포기 하진 않아
그게 바로 나야
희망 속에 사는 거야

어둠을 제압하는 불타는 눈빛
폭풍을 잠재우는 잔잔한 미소

세상 모든 만물들이 고개를 숙이고
하늘을 끌어안은 넉넉한 가슴

대지를 불사르는 뜨거운 정열
그게 바로 나야
거침없는 카리스마

하늘을 끌어안은 넉넉한 가슴
대지를 불사르는 뜨거운 정열

그게 바로 나야
거침없는 카리스마

그게 바로 나야
거침없는 카리스마",유미,2014.11.20,117,성인가요/트로트
나이야 가라,"나이아가라
폭포는 멋있지만
나이야 나이야 너는 싫다
내가 내가 너를
부르지도 않았는데
날 찾아오는 나이야 가라
너만 없으면 너만 없으면
해 보고 싶은 것도 많은데

다시 한 번 해 보고 싶은데
꼭 한 번 멋있게 살고 싶다
나이야 가라
가라 가라 너는 가라
나이야 가라
나이야 가라
아까운 내 청춘을
나이야 데리고 가지를 마라
사랑도 오래 오래
내 청춘도 오래 오래
붙잡아 두고 살고 싶은데
너만 없으면 너만 없으면
해 보고 싶은 것도 많은데
달콤한 사랑도 후회 없는 인생도
다시 한 번 해 보고 싶은데
꼭 한 번 멋있게 살고 싶다
나이야 가라
가라 가라 너는 가라
나이야 가라
쓸 데 없는 너는 가라
나이야 가라",하춘화,2014.12.23,255,성인가요/트로트
