제목,가사,가수,발매일,좋아요수,장르
Drop Top,"외제차 외제차
뚜껑이 열려 내 외제차
쳐다봐 쳐다봐
아줌마들이 날 쳐다봐
3살 3살 난 아직도 23살
좆까라 좆까라 니네들
모두 다 좆까라
Drop top drop top
drop top drop top
Drop top drop top drop top
Drop top drop top
drop top drop top
Drop top drop top drop top
외제차 외제차 외제차 외제차
외제차 외제차 외제차
외제차 외제차 외제차 외제차
외제차 외제차 외제차
네 여자친구가 나보고
금수저인 줄 알았대
그래서 씨발 난
자수성가라고 존나 화내
빡치게 하지마 고속도로서
내 쫓기 전에
다이아몬드가 박힌 Rolex
내 손목 위에
뚜껑을 열어 사람들이
전부 다 알아봐
근데 난 신경을 안 써
왜냐면 나한텐 당연한 거니까
내 외제차처럼 I'm livin fast
내 시간은 빨라 Look at my face
무슨 일 있어도 I get the bag
UNEDUCATED KID I'm the man
난 2019 BMW Z4 계약
니네들은 빌어먹을 대학교 개학
내 생각에 난 걍 선택받은 애야
난 죽기 일보 직전까지 돈을 생각
외제차 외제차
뚜껑이 열려 내 외제차
쳐다봐 쳐다봐
아줌마들이 날 쳐다봐
3살 3살 난 아직도 23살
좆까라 좆까라
니네들 모두 다 좆까라
Drop top drop top
drop top drop top
Drop top drop top drop top
Drop top drop top
drop top drop top
Drop top drop top drop top
외제차 외제차 외제차 외제차
외제차 외제차 외제차
외제차 외제차 외제차 외제차
외제차 외제차 외제차
내 첫 차는 Drop top beamer
뒤엔 붙어있어 초보운전
난 맨날 명품만 입어
I feelin like Justin Bieber
래퍼들 내 스타일을 베껴
근데 내 멜로딘 못 베껴
난 은행에다 돈 안 맽겨
왜냐면 은행도 안 믿겨
I'm livin my best life
추석에 타고 가 스포츠카
노래를 불러 랄라
돈 얘기 아니면 좆까
네 여자 내 거를 빨아
싫으면 집에 가 Bye bye
그녀는 나를 막 잡아
넌 기회를 놓쳤어 Bye bye
나는 내 맘대로
살지만 외제차를 몰아
과자 사듯이 난 명품을 골라
보험금만 880이 나와
하지만 나에겐 아무것도 아냐
Oh my god
난 대한민국 상위 0.01%
이제 니네들 대가리 박어 내 밑으로
외제차 외제차
뚜껑이 열려 내 외제차
쳐다봐 쳐다봐
아줌마들이 날 쳐다봐
3살 3살 난 아직도 23살
좆까라 좆까라
니네들 모두 다 좆까라
Drop top drop top
drop top drop top
Drop top drop top drop top
Drop top drop top
drop top drop top
Drop top drop top drop top
외제차 외제차 외제차 외제차
외제차 외제차 외제차
외제차 외제차 외제차 외제차
외제차 외제차 외제차",UNEDUCATED KID,2020.02.09,"6,466",랩/힙합
했을 걸 (Feat. Hoody),"우린 똑똑하지 않은 것 같애
사랑받는 게 뭐 이리 어렵니
우린 이별도 끝까지 더럽네
사랑하는 게 왜 이리 어렵니
내가 많이 미안해
아무 말도 못 한 게
자존심 따윈 아니지
I’m not falling down for you
시간에게 부탁해
아무것도 못 하게
내가 널 잡지 못하게
I’m not falling down for you
I can't be like you it's true
Whole lotta distance
what can I do
결국엔 서로가 상처만 남았고
푹 패이기 한참 전에
미리 준비라도 했을걸
Going onto the next let's do it
시간이 지나도 결과는 비슷했을걸
난 멀리 떠나려 해
네 흔적이 없는 곳에
우린 똑똑하지 않은 것 같애
사랑받는 게 뭐 이리 어렵니
우린 이별도 끝까지 더럽네
사랑하는 게 왜 이리 어렵니
Remember me
오래 오래 오래 오래 오래 오래
Remember me
오래 오래 오래 오래 오래 오래
Remember me
오래 오래 오래 오래 오래 오래
Remember me
오래 오래 오래 오래 오래 오래
그래 아마 한참 전부터 너는
우리보단 너를 더 생각했어
더 어색해져 가는 둘의 시간 속엔
아무것도 할 수 없어
네 탓밖에 못한
내 탓도 있어 그동안
수많은 말을 내뱉곤
무책임하게 돌아서고는 난
보여 네 두 눈에서
우리의 끝이 희미하게
I feel like it’s over
우린 똑똑하지 않은 것 같애
사랑받는 게 뭐 이리 어렵니
우린 이별도 끝까지 더럽네
사랑하는 게 왜 이리 어렵니
Remember me
오래 오래 오래 오래 오래 오래
Remember me
오래 오래 오래 오래 오래 오래
Remember me
오래 오래 오래 오래 오래 오래
Remember me
오래 오래 오래 오래 오래 오래
Remember me
Remember me",페노메코 (PENOMECO),2021.04.20,"4,947",랩/힙합
LOST CITY,"불 꺼진 도시야
벗어나야 돼 여기에서 나
어둠 속에 꽃을 피워 넌
오직 너만을 따라 날아가
한 번 더 open up my eyes
난 여기에 lost
더 빨리 we go
사라져버린 hope
아무것도 아무도
안 남았어 사랑도
무엇도 하나도
숨 쉬지 못해 lost in
끝이 나지 영원일 거라 믿었던 애
쉬워 반복되는 이별에 만남은 fake
기대 쉴 곳 없이 떠돌지 난 everyday
남은 미련 없이 날아갈래 멀리에
Livin’ in my lost city
I don’t really love any
부서진 시간 속에 우린 위험해
검붉게 물든 눈 속에
옅어진 네 모습과
내 어리석은 시절에게 인사를 건네
시간이야 I let you go away
The time is runnin’ out
Go fly away
불타는 도시 여긴 위험해 no way
달아나 멀리 날아가 run away
한 번 더 open up my eyes
난 여기에 lost
더 빨리 we go
사라져버린 hope
아무것도 아무도
안 남았어 사랑도
무엇도 하나도
숨 쉬지 못해 lost in
끝이 나지 영원일 거라 믿었던 애
쉬워 반복되는 이별에 만남은 fake
기대 쉴 곳 없어 떠돌지 난 everyday
남은 미련 없이 날아갈래 멀리에
Livin’ in my lost city
You don’t really care
닿지 않는 목소리
Getting out my way
Livin’ in my lost city
I don’t really know now
나를 봐 난 여전해
Getting out my way
숨을 쉴 수 없어
여긴 길을 잃었어 다
부서져 버리지
남은 모든 건 lockdown
솔직하지 못해
작은 거 조차도 lie lie
행복하지 못해 난
떠나 널 따라가
벗어나야 돼 여기서 나
오직 너만을 따라 날아가
한 번 더 open up my eyes
난 여기에 lost
더 빨리 we go
사라져버린 hope
아무것도 아무도
안 남았어 사랑도
무엇도 하나도
숨 쉬지 못해 lost in
끝이 나지 영원일 거라 믿었던 애
쉬워 반복되는 이별에 만남은 fake
기댈 쉴 곳 없어 떠돌지 난 everyday
남은 미련 없이 날아갈래 멀리에",루피 (Loopy),2021.07.29,"4,191",랩/힙합
이맘때쯤 (Feat. 김나영),"예전처럼 아무일없듯이
그냥 살아 밥도 잘먹고
친구도 만나
나 정말 아무렇지도 않아
언젠가 우연히 만나면 모른척
지나쳐줘
baby don't you say that
더이상은 날 흔들지마
이맘때쯤 친구의 소개로 만났지
쌀쌀한 날씨를 녹여준 따뜻한
커피를 마시며 서로를 향해
주고받았던 관심
난 그게 너무 좋았어
수줍던 니눈빛
널 데려다 주던
골목길 아직도 생각나
나지막히 니가 부르던
낯설은 노래가
이젠 너무 선명해서
날 아프게해
i want you back
돌아와 이건 나한테 없던 계획
your ma baby baby baby
baby walkin down the street
어딜 가도 몹쓸 기억에
또 rollin in da deep
이별이 아니길 바랬어
가슴이 아직 널 원해서
don't say you hate me baby
넌 나를 외면했어
예전처럼 아무일없듯이
그냥 살아 밥도 잘먹고
친구도 만나
나 정말 아무렇지도 않아
언젠가 우연히 만나면
모른척지나쳐줘
baby don't you say that
더이상은 날흔들지마
난 들어주지 못했어
그녀의 가방
지금 생각해보면 미안것이 많아
내팔을 베고 누웠던 그녀의
까만 두 눈에 늘 항상
내가 비췄는데
믿기힘든 현실
고통속에 밤을지새
너떠난 빈자린 그 어떤걸로도
채우지 못해
주변을 맴돌아 보지만
넌 날 잊은듯해
그게 더 미치게 만들어
되풀이 되는 선택
your ma baby baby baby
baby walkin down the street
어딜 가도 몹쓸 기억에
또 rollin in da deep
그렇게 떨쳐내려고 노력했는데
잘 안돼 도대체 왜 뭐땜에
i still call your name
예전처럼 아무일없듯이
그냥 살아 밥도 잘먹고
친구도 만나
나 정말 아무렇지도 않아
언젠가 우연히 만나면
모른척 지나쳐줘
baby don't you say that
더이상은 날 흔들지마
날부르지마
나만큼이나 힘들까봐
걱정했었는데
넌 아무렇지도 않아 보여
미칠꺼같아
애타게 찾아 해매놓고서
부르질못해
점점 더 멀어져가는
니 모습 뒤로한채
언젠가 우리 다시 만나도
모른척 지나쳐줘
baby don't you say that
너만큼 나도 힘드니까
don't say hate me baby
don't say hate me baby
더이상은 날 흔들지마",MJ (써니사이드),2013.11.25,"8,214",랩/힙합
"Face ID (Feat. GIRIBOY, Sik-K, JUSTHIS)","죽고 산 게 엊그제
낙인 한두 개는 뭐, 풀옵션인데
찍혀도 내 뜻대로면 no prob with dat
Here's a selfie, 다 폰에서 엄지 떼
매일 picture perfect day, no doubt
World tour sold out 벌써 몇십 회
난 노답에겐 no 답, 날 시험할 때
무시가 답이면 늘 만점이기에
어차피 다들 센 척하지?
막상 대면하면 무장해제, Face ID
다 눈 밖에 날까 봐 출발선에 서 있어
앞서가는 놈은 전부 선 넘었어

눈깔에 힘 빼고 인사 박아 90도로
악수하기 전에 먼저 해라 손 소독
난 앞으로 전진, 넌 그만 좀 해라 뻘짓
욕을 싸지르다 모른 척하는 그 연기
수준들이 거의 조정석
수고했다 질투뿐인 너의 보고서
재능 낭비하지 말고 소설 써
그거 아님 니 인생은 조졌어
난 다음 페이지로, 내 에픽하이로
잠금 해제, 그냥 나의 Face ID로
난 대놓고 해, 실수가 기록돼도
I'm on my way yo, 나는 무한궤도

우린 이미 다른 페이지
Better not talk, just face it
I mastermind, 넌 허우적허우적 제스처만
Gotta get, get, get what I want
난 잘하고 있다고 알아서
나한텐 어차피 절반이 nobody
그 nobody 너도 마찬가지

I don't wanna talk to you, 네 가치 떨어뜨려
아직도 멀었어 넌, woah, woah, woah
바라는 거 없어, 난 내가 벌어서 써
원하는 건 어려서부터, I finna have it
그게 내 세 살의 habit
부정했지만 man, I made it
내밀지 마 네 명함이랑 fake ID
그리고 악수, I need Face ID

난 한국인, 예의가 바르지
난 한국인, 앞뒤가 다르, hol' up
Fuckin' in Eindhoven, OD in Amsterdam
Gettin' massages in Paris, c'est la vie
I got two Face IDs, 'cause I got two phones
One for the family, 'nother one is 항상 켜진 무음모드
'Cause it's messy as fuck, 불러, 청소 연구소를
죄가 날 쫓으니, 날러, 비즈니스 클래스로
Songs gettin' softer, Jewels gettin' harder
Bars gettin' colder and my chicks gettin' hotter
말하는 대로, 유재석, 탈래 SLR을
Yeah I'm short, without S and R, woah
할 말 있음 올라와 수면 위로
내 눈 똑바로 보고 말해 불편 신고
본 적 없거든 내 앞에서 주먹 쥔 놈
악수 한 번 건네면 곧 풀어질 손
무의미해 내게 음원차트 성적은
뚫어봐야 지붕 그 이상은 없거든
높은 목표는 내 성장판 열고
난 어제를 밟고 딛지 오늘이 내 첫걸음
못 챙겨 워라밸
죽도록 번 담에 맘 편히 떠날래 천국행
내 정신 건강에
일탈을 권할 땐 약 대신 영감 한 모금 해

우린 이미 다른 페이지
Better not talk, just face it
I mastermind, 넌 허우적허우적 제스처만
Gotta get, get, get what I want
난 잘하고 있다고 알아서
나한텐 어차피 절반이 nobody
그 nobody 너도 마찬가지

I don't wanna talk to you, 네 가치 떨어뜨려
아직도 멀었어 넌, woah, woah, woah
바라는 거 없어, 난 내가 벌어서 써
원하는 건 어려서부터, I finna have it
그게 내 세 살의 habit
부정했지만 man, I made it
내밀지 마 네 명함이랑 fake ID
그리고 악수, I need Face ID

Face ID, 죄다 fake news
죄다 fake IP
야 할 말 있으면, 숨어서 하지 말고
내 얼굴에 대고 말해
Face ID, Face ID, Face ID
죄다 사이비 on the MIC
야 할 말 있으면, 뒤에서 하지 말고
내 얼굴에 대고 말해
Face ID, Face ID

야호, 야호, 야호

Epik High is here",에픽하이 (EPIK HIGH),2022.02.14,"2,411",랩/힙합
YACHT (Feat. Vic Mensa),"I should buy a yacht
just to take you on it
Wanna take you around the town
just to watch you flaunt it
You're so pleasing to the eye
I'm just being honest
For you I'm down to go
broke empty out my pockets
I be like you're my dope I'm so high
Baby work girl work like Rihanna
Girl you know I don't ever lie
This a song I wrote just for my baby
I can't have you in the open girl
I can't have you in the lonesome girl
Cause too many dudes be hoping girl
Scheming they wanna steal my girl
oh no that will never ever happen
Cause I'm that fly Asian guy
I'm the captain
I be so wavy wear
whatever I be bragging
Get you in submission
all night you be tapping yeah
Taking it from coast to coast
Scuba diving in them ocean shores
Fuck around and
take you on a world tour
Versace dropping on them
bedroom floors yeah
I should buy a yacht
just to take you on it
Wanna take you around the town
just to watch you flaunt it
You're so pleasing to the eye
I'm just being honest
For you I'm down to go
broke empty out my pockets
I be like you're my dope I'm so high
Baby work girl work like Rihanna
Girl you know I don't ever lie
This a song I wrote just for my baby
Just for my baby
just for my baby
Hit me up baby
On the Kakao baby
Give me good loving
We can get down baby
Get down baby get down baby
I can make your coochie rain
don't tell fima
His and hers Gucci mane
don't tell PETA
Cover your ears
all in blood diamonds
Cause you know you're mine
I don't even wear diamonds
but I want her to shine
yeah yeah
I like the conversations
Tell me about your classes
Gimme brain like a geek
geek
Don't take off your glasses
Emails CC I put Chanel on your feet
I wanna read your body language
I don't like reading receipts
Steal my girl good luck Charlie
You must be Jason kidding me
put some bucks on it
Throw a tux on it
That mean I got cuffs on it
She on my arm like that
Balenciaga clutch on it
Valentine's day shopping
Now I'm rollin down rodeo
with your shotgun
Banging rage against the machine
I'm not a player I'm a king
ey checkmate a nigga
if you try to take my queen
I ain't got time for playing games
okay
I'll get you wet like training day
uh-huh
I put my girl in human
made no bathing apes
because she my bae
she get love from me just like an 808
I should buy a yacht
just to take you on it
Wanna take you around the town
just to watch you flaunt it
You're so pleasing to the eye
I'm just being honest
For you I'm down to go broke
empty out my pockets
I be like you're my dope I'm so high
Baby work girl work like Rihanna
Girl you know I don't ever lie
This a song I wrote just for my baby",박재범,2018.07.20,"8,229",랩/힙합
"카멜레온 (Feat. SUMIN, Dbo) (Prod. SUMIN)","어 그래 나 변했다 뭐
니가 뭐를 보태 줬다고
니가 뭔데 말을 저따구로 해
내 승질 건들여 그땐 그냥 되는 거야 꼰대
넌 또 뭐냐 뭔데 갑자기 전화
혀는 풀려서 얘 진짜 왜 이러는 거야 정말
내가 있잖아 기억 하나도 안 난다고 그래 어쩔 건데
야 나 던밀스라니까 몰라? 나 어깨 깡패
신발 끈 묶는 너랑 달라
계산대로 제일 먼저 걸어가
나보고 변했다고 하는 넌
내 본명 혹시 뭔진 아냐고
모른다면 이젠 알만 해
계속 변할 거야 난 카멜레온
유연해진 내 멘탈 유명해진 것도 인정
건네 너의 귀에 적어도 너같이 비굴하게는 난 안 변해

나무 위로 올라가 저 숲을 내려다보면
변한 게 없네 모두 그대로야 Yeah
오늘도 밖에 나가 헤엄을 쳐 너를 위해
내 작은 소리로 다 안을게
그러니까 내게
내게 말해줘

Wooo wooo wooo wooo
너무 궁금해 그래서 난 못 참아 오오 내게 말해줘
Wooo wooo wooo wooo 카멜레온
헷갈리지 말아 줘 카멜레온

이 새낀 누구야 대체 장실 거울 속에
죽일 듯 째려보네 Huh 바짝 마른
Face uh 여전히 내 밑에는 Bass uh
달라진 냄새 Uh 정확히 이 년 새
옷을 대충 걸쳐 입어
다 까진 구두 구겨 신고
Back in the stu 난 움직여 Move
구렸던 기분은 저리 치워
Uh uh 형들 저길 봐 쟨 아직 개소리를
변했단 말에 난 걍 고갤 끄덕여줘
평생 해 손가락질
나의 지갑 네 뱃살보다 Thicker
맨날 했던 짓을 반복하는 짓
재미없어 닥쳐 줄 순 없는지?
바보 같은 소리
답도 없이 고인
물 안에서 놀긴
난 U-uhmmm
움직여 조용히
알맞은 색 위로, 내기할게 You gon’ love it

Excuse moi
난 French는 몰라
근데 걔랑 French kiss
I'm so sticky
말이 많아 네 Mouth
난 그냥 미키 마우스
왜 이렇게 새롭냐고
난 갓 태어났어
우리 좀 더 발칙해지자
남 신경 쓰기엔 너무 아까운 시간
걔네가 뭘 알겠어
난 너만 신경 써
우린 좀 더 높게 날고 싶어 하늘 위를 함께
더 자유롭게 Way too sexy way too sexy yeah

나무 위로 올라가 저 숲을 내려다보면
변한 게 없네 모두 그대로야 Yeah
오늘도 밖에 나가 헤엄을 쳐 너를 위해
내 작은 소리로 다 안을게
그러니까 내게
내게 말해줘

Wooo wooo wooo wooo
너무 궁금해 그래서 난 못 참아 오오 카멜레온
Wooo wooo wooo wooo 카멜레온
헷갈리지 말아 줘 카멜레온",Don Mills,2021.11.20,"4,826",랩/힙합
Bad Cupid,"I'm sorry we're bad
우린 좀 위험해
I'm sorry we're bad
우린 좀 위험해
I'm sorry we're bad
우린 좀 위험해
I'm sorry we're bad
우린 좀 위험
Yeah I don't wanna waste my time
걍 넘어와 over the hurdle
Booby trap 여기 날 묶고 가
대체 왜 너만 안 걸려 huh
You're the first one
to bounce my bullet
날 지나쳐 가는 네 모습에 burn it
Check my outfit
Black rider jacket suit on me
내 뒤는 없어 돌진
마치 핸들이 고장 난
8톤 트럭 들이박지
Oh it's so fun
나를 자극하는 target
I'm gonna shot 100 points
네 맘속에
넌 절대 못 해 날 거부하는 거
It's L O V E DNA인걸
You gonna be coming to me
네 취향을 저격할 나의 bullet
살짝 따끔할 수도 girl
My gun is lock and loaded
넌 내게 반할걸
Say I love you
Say I want you
Say I love you
Say
넌 내게 빠질걸
Say I love you
Say I want you
Say I love you
Say I want you
So bad bad
꽤나 나쁜 놈인걸
So bad bad
그게 싫음 도망쳐
So bad bad
날 마주친 순간 넌
I'm a bad cupid
너를 갖고 놀지 이렇게
사랑이 뭔지 tell me
내겐 가벼운 playing
쉽게 움직이는 마음
So I hate this love
가려진 나의 눈 너머에
진실된 마음이 있긴 한 건지
Find the light in me
넌 절대 못 해 날 거부하는 거
It's L O V E DNA인걸
You gonna be coming to me
네 취향을 저격할 나의 bullet
살짝 따끔할 수도 girl
My gun is lock and loaded
넌 내게 반할걸
Say I love you
Say I want you
Say I love you
Say
넌 내게 빠질걸
Say I love you
Say I want you
Say I love you
Say I want you
So bad bad
꽤나 나쁜 놈인걸
So bad bad
그게 싫음 도망쳐
So bad bad
날 마주친 순간 넌
(I'm a bad cupid
너를 갖고 놀지 이렇게)
네게 준 꽃 한 송이
또는 핑크빛의 love letter
다 계산된 나의 계획인걸
오늘 밤엔 꿈속에
찾아가 네게 말할 거야
You I love you too
(Can you be my love?)
I'm sorry it's impossible
(Can you stay with me?)
I'm sorry girl I'm busy now
난 사랑을 못 해 믿지 못 해
We can't be couple 미안해 baby
이런 못된 모습에 넌
다시 내게 반해
Baddest
장난치듯이 take it
사랑은 그저 playin'
네 맘을 훔친 뒤 또
Lock and loaded
Baddest
장난치듯이 take it
사랑은 그저 playin'
네 맘을 훔친 뒤 또
Lock and loaded",YOUNITE,2022.10.31,610,랩/힙합
영순위 (Feat. 넋업샨),"어제보다 더 나은 내일
현실에서 매일 난 시간에
베인 상처를 봐 깊게 패인
그들만의 이 게임에서 진 자는
저 메인에서 바닥으로
힙합의 죄인 넌 몰라도 돼
이제 딴 사람으로
내 손에 채인 풀 수 없는 체인
마치 꼬리를 무는 체인 게임
이름을 파는 캠페인과 쇼의 페이
먹지못해 매일매일 죽어가는 폐인
일상에 얽매인
어제보다 더 아픈 내일
그놈이 가진건 눈치와
돈에 불타는 눈빛과
자기만 모르는 무식함
아냐고 물으면 묻지마
형제란 말은 듣지만
형 동생은 무시만
굳이 말하자면
이 씬의 혼을 훔친 자
양손의 돈뭉치와
비열하게 넌 웃지만
무심한 척 거짓말
뒤로 절대 숨지마
양심만은 팔지마
개소리 나발 불지만
맨 첨에 판 게 양심과
이 판에 남긴 웃긴 말
죄가 있냐고 묻지만
이 판에 이미 묻힌 자
그놈의 이름은 무지
또 다른 이름은 무식
가진 것은 가식과 폭력이라는 무기
순수를 목 졸라 죽인 지탄의 영순위
항상 돈만 좇아 다니는
진짜 바보 멍충이
그놈의 이름은 무지
또 다른 이름은 무식
가진 것은 가식과 폭력이라는 무기
순수를 목 졸라 죽인 지탄의 영순위
항상 돈만 좇아 다니는
진짜 바보 멍충이
결정권은 니 손안에 승부조작이 관건
이번 판은 역시 불안해 상처뿐인 상처
목숨을 걸었어 난 운명이 지킨 것
이번만은 한판치기 승부를 이길 것
상처뿐인 영광 날 짓누르는 무언가
내가 모른다면 그또한 장님 앞의 섬광
당신과 나 사이엔 어떤 줄도 없어
연결고리 학연지연 빼면
남는 것은 대체 어떤건지
노력과는 반비례 패배자만을 남기네
변명을 원해 이판의 더러움을 알리네
가진게 없다고 감정적인들
앞길만이 막히네
잔인한 이 판의 룰이 뒷통수를 날리네
출세란 이름의 가치와 명성 버린
양심이 깔린 멍석
이 돈의 종이 귓가에서 울리네
진리가 버려진 거리 쓰레기들의 이름
탐욕이란 짐승을 부르는 썩은 피를
승자와 패자 아니 이유아닌 이유
허 그건 너의 이름
그놈의 이름은 무지
또 다른 이름은 무식
가진 것은 가식과 폭력이라는 무기
순수를 목 졸라 죽인 지탄의 영순위
항상 돈만 좇아 다니는
진짜 바보 멍충이
그놈의 이름은 무지
또 다른 이름은 무식
가진 것은 가식과 폭력이라는 무기
순수를 목 졸라 죽인 지탄의 영순위
항상 돈만 좇아 다니는
진짜 바보 멍충이
YOU & I WE SO DIRTY
돈벌이는 못해도
그저 한 끼 먹을 밥벌이 랩핑
21세기 양반인 MC들의 객기
명성이란 뱃지를 뺏기
수많은 댓글에 낚인
칭찬이란 돈을 챙기는 게임
IT'S NOT A BETTING
그저 그 잘난 기술에 뺏긴
부자들의 서커스 놀이 재밌잖니
또 이번엔 누가 누굴 꺾었으니
또 벗겨보니
하하하 웃음거리로 만들었네
IT'S SO FUNNY
추잡하리만치 달콤한
이 씬의 사탕발림
MC들의 날카로운 이빨에
누가 또 발라놨지
슬며시 썩어 문드러지는 속내
지쳐가는 고개
꺾여버린 어깨는 니 아버지보다 더해
그리워하는 어제와 늘어만가는 번뇌
보이지 않는 벌레들의
왱왱거리는 언쟁을 신경쓰느라
MIC 잡을 시간이 또 부족해
니 첫 가사를 기억해
그 포부 가득했던 두 눈과
첫 번째 선 무대를 넌 기억해
넌 벌써 잊었네
그놈의 이름은 무지
또 다른 이름은 무식
가진 것은 가식과 폭력이라는 무기
순수를 목 졸라 죽인 지탄의 영순위
항상 돈만 좇아 다니는
진짜 바보 멍충이
그놈의 이름은 무지
또 다른 이름은 무식
가진 것은 가식과 폭력이라는 무기
순수를 목 졸라 죽인 지탄의 영순위
항상 돈만 좇아 다니는
진짜 바보 멍충이",가리온,2010.10.26,"11,951","랩/힙합, 인디음악"
당신의 조각들 (Feat. 지선),"당신의 눈동자
내 생애 첫 거울 그 속에
맑았던 내 모습
다시 닮아 주고파
거대한 은하수조차
무색하게 만들던
당신의 쌍둥이 별
내 슬픔조차
대신 흘려줬던 여울
그속에 많았던 그 눈물
다시 담아주고파
그 두 눈 속에 숨고자했어
당신이 세상이던 작은 시절
당신의 두 손
내 생애 첫 저울
세상이 준 거짓과
진실의 무게를 재주곤
했던 내 삶의 지구본
그 가르침은
뼈더미 날개에 다는 깃털
기억해 두손과 시간도
얼었던 겨울
당신과 만든 눈사람
찬 바람속에 그 종소리가
다시 듣고파 따뜻하게
당신의 두손을 잡은 시절
당신의 눈
당신의 손
영원히 당신의 눈을 바라보며
손을 쥐고 싶어
벌써 시간을 되돌리고 싶어
you know I do
I do love you
지쳐가는 모습도
작아져가는 그대 뒷모습도
사랑해요
I do love you
every little piece of you

every little piece of you
사랑해요
때로는 시간을 다스려
손에 가지고파
그대가 내가 될 수 있게
보내 날리고파
난 그대 청춘에
그 봄의 노래 안기고파
나 역시 어리던
당신의 볼을 만지고파
그대 인생의 절반을 갈라
날 위해 살았고
남은 인생의 전부를
또 나를 위해 살아도
하찮은 내가 줄 수 있는 거라곤
한 평생 그대가 바라고 비는
성한 몸
언제까지나 받고 받아
이제는 건네고 싶은데
받은 건 모두 날 위해
쌓아 멋내고 쉬는게
그리도 어려워서 모두 거절할까
아직도 일에 지쳐 사는 건
또 병되고 싫은데
그대 옷자락의 묵은 때보다 더
검은 내 죄로 그대 머리에는
눈이 내려
가슴을 시리게 만들어
내 숨이 죄여
오늘도 이별의 하루가 지나
꿈이 되면 그대를 찾아갈래요
그대를 따라갈래요
당신의 발자국에 맞춰
내가 살아갈래요
얼마남지도 않은
우리 둘의 모래 시계
행복의 사막
그 안에서 우리 오래 쉬게
every little piece of you

every little piece of you

every little piece of you

every little piece of you
사랑해요

you know I do
I do love you
지쳐가는 모습도
작아져가는 그대 뒷모습도
당신의 눈
당신의 손
영원히 당신의 눈을 바라보며
손을 쥐고 싶어
벌써 시간을 되돌리고 싶어",에픽하이 (EPIK HIGH),2008.06.11,"8,999",랩/힙합
겨울이 지나고 봄이 오듯이,"정말 사랑했었는데 너무
행복했었었는데 대체 왜 우린
이렇게 됐을까
답답한 맘에 자꾸 눈물이
궁금한게 줄었어 예전과
다르게 너무 많은 것을 내가
알고 있나봐
확인조차 않고 버려두는
메세지 억지로 의무감에 손에
쥐는 전화기
넌 애써 태연한 척 웃음짓지만
난 그조차도 받아주지 않아 모질게
가슴은 아직 아니라 말하는데
나도 잘 모르겠어 내가 왜 이러는지
제발 더 이상 아픈 말하지 마
시간이 가면 다 괜찮을꺼야
불안해 떠는 눈빛 또 조심스런
말투 내 앞에 서면 한없이 또
작아지던 너
바라볼수록 애처러운 위태로운
내 사랑 금방이라도 숨이
끊어질 것 같잖아
우리 사랑 잠깐만 쉬어요
아주 잠시 동안만 멈춰서기로해요
수많은 시간을 고민하다가
몇 번을 망설이다 어렵게 말해요
우리 사랑 이대로는 안돼요
서로에게 시간이 필요할 것 같아요
보고 싶어 견뎌내기 힘들 때
겨울이 지나고 또 봄이 오듯이
돌아가요
어젯밤 나도 모르게 또 홧김에
내뱉었던 모진 말들이 마음이 쓰여
이러면 안돼는데 나그럴
자격없는데 나도 모르게 너한테
몹쓸 상처를 줘
시간 지날수록 늘어만 가는 거짓말
어긋난 사랑의 크기를 이용했어 난
참 못되고 또 나쁘고 또 악해져
쌓여만 가는 침묵 누가 좀 대답해줘
우리 사랑 잠깐만 쉬어요 아주
잠시 동안만 멈춰서기로 해요
수많은 시간을 고민하다가
몇 번을 망설이다 어렵게 말해요
우리 사랑 이대로는 안돼요
서로에게 시간이 필요할 것 같아요
보고 싶어 견뎌내기 힘들 때
겨울이 지나고 또 봄이 오듯이
돌아가요
너무 미워하지 말아요 헤어지잔 말
아니에요 이렇게 잠시
쉬었다가 가요
그렇게 눈물짓지 말아요
몇일 지나지 않았는데 벌써 너의
빈자리가 더 크게 느껴져
사실 많이 불안했던거죠 혹시나
니가 내게 이별을 말할까봐
먼저 시간을 갖자고 했던건
너 없인 하루도 안되는 날 아니까
이런 내 맘 너도 알고 있다면 우리
처음 만났던 그 날을 기억해요
하나 둘씩 상처가 아물 때쯤
겨울이 지나고 봄이 오듯이
돌아가요",김나영,2014.02.24,"6,212",랩/힙합
