제목,가사,가수,발매일,좋아요수,장르
Drama (Feat. 요아),"uh- uh-
오늘밤 잠을 자다 악몽을 꿨어
조그만 탁자위에 올려진 편지 하나가 있어
예감이 좋지않아 읽어보니 이별의 메세지
너무나 황당해서 말도 안나와
잠에 취한 이 순간에 눈물도 안나와
전화를 걸었어 울려대는 벨소리에
조급한 가슴을 움켜쥐는 순간
당연한 듯 말하는 그녀의 목소리 (널사랑하지않아)

말도안돼 그럼 네가 느끼는 사랑은 뭐야
미칠듯 터져버릴것 같은 순간이야
넌 이별을 원했어 사랑은 떠났어
비굴해 보일까봐 붙잡지 못하겠어
 보석보다 값진 나의 사랑은
그저 보기만 해도 배불렀던 나의 사랑은
어두운 골목에 따스하게 비추던 나의 등불인
그녀는 떠났어 사랑을 버렸어

어떻게 말해야 할 지 몰라 참 망설였어
잠든 너의 얼굴보며 한참을 울었지
힘든 사랑 지켜낼 수 없다면 이젠
차라리 널 영원히 그리워하고 싶어

짝잃은 철새도 내 맘처럼 외로울까
길잃은 아이도 내 맘처럼 불안할까
힘들어 외로워 괴로워 지쳤어
하고싶은 말은 많지만 못하는구나
 
하루에도 수 백번씩 널 욕해
잊으려고 노력해 널 쉽게 잊는게 이렇게 힘든데
넌 내가 아닌 누군가에게 사랑을 받고 있겠지
웃고있겠지 행복하겠지 넌 그렇게

넌 아픔이 뭔지 모르는 여자야
결국 넌 내게 이것밖에 안되는 여자야
사랑을 쉽게 배우고 쉽게 잊고 쉽게 버리는
아픔을 모르는 매정한 여자야
보석보다 값진 나의 사랑은
그저 보기만 해도 배불렀던 나의 사랑은
어두운 골목을 따스하게 비추던 나의 등불인
그녀는 떠났어 사랑을 버렸어

행복해도 되는지
네가없는 시간들을 견딜 수 있을지
습관처럼 내 전부가 되버렸는데
어떡해 이젠 널 보내야 할 것 같아

너만은 행복하기를 바래
내 전부였던 널 이제 떠나가려해
용서해주겠니 워우워-
 
우리에게 허락된건 여기까지야
잘지내 두번다시 나를 기억하지마
사랑해 사랑했어 음-",MC몽,2005.05.13,"2,504",랩/힙합
"이 시간에 (Feat. 유성은, Young Luffy)","넌 이 시간에 뭐해 자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에 뭐해 안자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에
하루가 너무 짧어
그만큼 요즘 바뻐
특별한 사건 사고는 없더라도
작업 아니면 행사 방송이
발목을 붙잡고 삐걱대 갖고
이냥 이렇게 살어
조금은 어색해도 재밌어
어쩔 때는 미치도록 술을 마셔
이게 현실인지 꿈인지 몰라도
너랑 전화하면 잠이 잘 온다고
규칙이 없는 바이오리듬
무료하기만 해 역동적인 하루일은
정말로 피곤해 세상의 잔소리는
해가 뜨기 전에 잠을 권해 남은 일은
대뜸 불어오는 역풍
쓴맛을 조금 겪은 허술한 나의 청춘
스물 초반을 껑충 뛰어넘은 이제
알 것만 같아
내가 말이 많아 잘 자 그럼 bye bye
넌 이 시간에 뭐해 자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에 뭐해 안자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에
I can't sleep 눈을 감아도
아직은 힘겨운 듯 해 이유는 아마도
내가 뭐 멍청해서 인건지는 몰라도
난 정말 깊이 있게 다가갔지 I did
왜냐면 난 진실로 너의 진심을
얻어내길
바랬기에 수많은 가면들을
벗어냈지
내가 가면을 썼다면 결과는
달랐겠지
아마 네가 이 곡을 듣는다면
깨닫겠지
하지만 알아 우린 많은 싸움 끝에
감정을 다루는 법을 좀 배운 듯 해
너도 알고 있겠지만 내가 좀 욱했던
성격을 웃게 만든 건 너야 친구는
말해 man work it
그래서 이제는 내 꿈을 잡아
철없던 영루피는 이제서야
눈을 감아 ya dig
그래서 이제는 내 꿈을 잡아
철없던 영루피는 이제 서야
눈을 감아
넌 이 시간에 뭐해 자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에 뭐해 안자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에
이 시간은 점점 빠르게 흘러
숨 돌릴 틈 여유 따위도 없이
하루의 끝에 또 전화기를 눌러
지금 시각은 이른 오전 다섯 시
빡빡한 생활 속에서
너와 목소리를 포개며
잠에 드는 건
너무 편한 음악이 돼는 걸
너는 알고 있니 boy
혹시 자고 있니 boy
바쁜 하루 속에 맘이 지쳐도
난 네가 너무나 편해
난 네가 편해
그래 너는 알고 있니 boy
혹시 자고 있니 boy
바쁜 하루 속에 맘이 지치면
네가 기대길 원해
난 너를 원해
넌 이 시간에 뭐해 자니
이 시간에 뭐해
난 방금 집에 왔어
넌 이 시간에 뭐해 안자니
이 시간에 뭐해
난 방금 집에 왔어",황문섭,2013.12.11,"26,429",랩/힙합
야망의 냄새,"Ambition Ambition
내 동맥에 흐르는 피의 성분
내 aka 82 god
난 대표해 한국
작년엔 Biggie wannabe 였지만
올해는 trap gimchi
다 듣고 난 후
예상되는 반응
myunDo he so dang good whoo
내가 dab을 하는 이유
야망의 냄새를 맡기 위해
누가 나보다 랩을 잘해
자신있으면 덤벼봐 나한테
난 누가 오든 다
준비돼있어 turn up
Yella and talented
call me inspir-asian
man hol up
난 너네한테 양육비 받아야돼
cuz bar ain't my daughter
but I keep raisin it fo ya
난 너네보다 한참 위
쫓다 찢어져 가랑이
높아도 너무 높아 올라와봤자
기껏해야 내 발바닥 키스
너넨 못 따라오지
수준이 딱 karaoke
몰랐으면 알아둬 gimchi
myunDo time to get rich
Living young and wild and free
대신 야망은 한가득
아까 전에도 말했지
82god way above em
Quick let me see yo money
Imma steal it all
from you before you know it
Dok2와 Double K처럼 다 훔치지
네 돈 네 맘 싹 다 훔치지
Sniffin sniffin
Sniffin my ambition
This thang hittin me
fast and hard
I'm addicted
Feelin so high
Errtime I dab
I do get inspired
That's why I'm finna sniff
야망의 냄새 Mmm
Feel like I'm a crackhead
Sniffin sniffin
Sniffin my ambition
This thang hittin me
fast and hard
I'm addicted
Feelin so high
Errtime I dab I do get inspired
That's why I'm finna sniff
야망의 냄새 Mmm
Feel like I'm a crackhead
I'm in love with my ambition
No need to hit the plug tho
Adderall molly pot coco
그런거 다 없어도
One thing thats keepin me alive
One thing thats runnin
through my veins
Probably this is why ambition
rhymes with magician
불가능을 가능하게 해
yo 머지않아 나와 내
형제들은 rap money 쓸어담아
김치힐갱 이름 따라가
타겟은 빌보드
끝없는 야망
yo sooner or later
they gon wanna make
a cologne outta my blood
My ambition ambition ambition
ambition ambition outta my blood
Just gotta do what I gotta do
reppin 82 wit ma crew
돈 쓸어 담으러 가자구
While them fools in a rut
we finna run like forrest gump
이런거 너 처음 봤을껄
Big shout out to Make 4 Play
돈 버는 일들만 남았네
Sit back and enjoy 냄새
yeah inhale
Sniffin sniffin
Sniffin my ambition
This thang hittin me
fast and hard
I'm addicted
Feelin so high
Errtime I dab
I do get inspired
That's why I'm finna sniff
야망의 냄새 Mmm
Feel like I'm a crackhead
Sniffin sniffin
Sniffin my ambition
This thang hittin me
fast and hard
I'm addicted
Feelin so high
Errtime I dab I do get inspired
That's why I'm finna sniff
야망의 냄새 Mmm
Feel like I'm a crackhead",myunDo,2016.07.28,"15,822",랩/힙합
Journey,"Jazz got u
trippy but the fact is
we’re no sus yeah
buenos diaz amigos
내 아침은 안 피곤해
how can i be 피곤해
멕시코에서 영감을 얻는데
how can i be dependent on M net
우린 유통기한이 없는데
i guess 그래서인지
떴는데도 shimmy
and i can still be friends
ay
주윌 살피지
팬들은 변할까봐
걱정 안 해도 돼
no we r still the realist
plus i’m illest
주머니도 불어서 쉬워졌어 일은
ay
열어줘 귀를
ay you can be one of us
우린 we’re no sus
if u smoked some dreams
너가 가는 길 god bless you
it’s true
if u smoked some dreams
너가 하는 일까지 다 bless you
if u smoked some
you’ll know what’s up
알겠지 응 whoo
좀 빡세도 가짜완
다른 길 가야겠지 응
jazz got you
trippy but the fact is
we are not lost
길 안 잃었어 그냥 일어서
just free your soul 귀를 열어
내 손잡아 life is not a bitch to me
it’s journey
내 손잡아 life is not a bitch to you
it’s journey too
떠나왔지 집을
낯선 여행자의 신분
걸었지 차 없이
기대도 안 했어 비행기는
더욱 친해지려고
난 많은걸 했지 잠 안자는
사람들의 귀가 나의 목적지
And then I landed
you know me beenzino
i’m so certified
서울대 갔다 때려 친
래퍼 겸 nerdy guy
apparently 얘넨 다
내가 낳은 아들 딸
작년과 올해 여름
거리엔 농구 저지가
trust me ma
내가 사준 디스커버린
나의 크레딧에
어떤 영향도 못줄 거니까
밥벌이 탓에
머리 아플 아들 아임다
아들 열 받은 이유는
표현의 제약
so fuck all ya’ll
정신으로 up all night
그게 지금의 나지 나의 structure요
나와 생각이 같은 년 놈 다
뭉쳐서 여섯 달 동안
번 게 억이에요
pshhhh
but we just started
부러우면 말해
싸이먼 형이 말했듯이
돈은 거짓말을 안해
1500만원 버짓은
for holiday in thailand
나는 비행기에서 이 가살 적어요
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
I’m on this journey
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
I’m on this journey
You know me
but I know myself better
불가능은 옛 얘기라서
나는 늘 새로워
과거의 기억은
편하고 쉬운 거인데도
늘 내가 끌린 건
내 앞의 어려운 매력이야
재력이야 뭐 늘 내 뒤를 바칠
테고 세련미야
뭐 예술하면 automatically
I own it 다음 걱정 군대 말곤 없네
한번 갈 거 두 번 갈일 없게 안 피할래
Man fuck that
첫 챕턴 거의 끝냈어
없었어 겁낸 적
Don’t you ever second guess bro
중력같은 예술은
내 맨끝이자 맨처음
너무 legit해서
걱정이 없는 내 정체성
Fast forward to the next one
I’m on this journey
멕시코에서 시미가
보낸 비틀 꺼내
시간이 아까워
대충 입고 난 하루종일
파도 앞에 앉아 가살 적어요
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
I’m on this journey
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
Fast Forward to the next one
I’m on this journey",Jazzyfact,2017.05.29,"12,977",랩/힙합
Break Bread,"우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
while we sippin’ Jameson
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
yeah we breakin’ bread too
너네 트로피 다 내려놔
우리꺼 다 뻬껴다가
너네꺼인 것처럼 다 챙겨가
우린 highlight
너넨 cellulite
자극적인 마케팅으로
과대평가된 새끼들은
고갤 쳐들어 양심도 없이
옷은 또 명품 멋도 없지
이게 내 잘못이냐
옷이 걍 다 잘 어울리는 게
어디서든 내 랩은 기본빵
힙부심 쩌는 놈들 인정 못 해
내 목소리에 내 가사에
내 flow에 내 melody
Palo 형은 믿어줬고
난 형 따라 공연장을 다 채웠지
Huck P 형은 또 분신
석현이는 뜰 준비
이미 다 아는 G2
음악 졸라 잘하는 YunB
Hi-Lite은 최전방
너네 계속 따라와 yah
우린 8년째 건물주야
yah 좁은 이 바닥에
Big Banana UGP
Hi-Lite 형제들
beat 받아라
Rap Badr Hari 분신
Hurricane 출동
머리 위 Bape bandana
난 반항아 높이 날아가 도착
내 위치 머나먼 달나라
난 잘나가 너네들은 겉만 부자
속은 텅텅 가난함
한 잔함 Jameson
Sway D 존나 재밌음
Hurricane 내 체급 헤비급
덩치로 치면 Semmy Schilt
복잡한 인맥 개미굴
쪼무래기 같은 얘기들
가소로워 너네 모두 애기들
난 돌았거든 마치 팽이들
핑핑 돌지
내 열정에 빙산이 녹지
씽씽 돌진
Lamborghini Hurricane
황소고집 ayy ayy skrrt
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
while we sippin’ Jameson
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
yeah we breakin’ bread too
욕이 목까지 차 올랐지 ㅅㅂ
바보 같은 새끼들 다 지긋지긋
총이 있다면 쏘고 싶어 피융피융
내게 필요한 건 무엇보다 ㅅㄹ
왜 우리 underrated
화가 나 있지
이것보다 우린 더 잘나가야지
시상식에서 상 받아야지
전 세계에서 모두 알아봐야지
만족 못 해 아직 만족 못 해
내가 받은 것은 아직 반도 못 돼
난 더 원해 임마 난 더 원해
이건 과욕 아냐 내겐 당연한데
Lease 아냐 난 rent 아냐
그래서 내 랩 가사 fake 아냐
자꾸 hate 마라
진짜로 살고 있으니까
정직하게 pay 받아
윤지 왈 왜 예민하지
우린 잘살고 있는데 왜 그러니
돈이 문제 아냐 나는 억울하지
우리 정도라면 더 더 커야지
누가 그래 새꺄 겸손하길
그 말실수 전부 용서하지
쉽게 판단 마 마치 본 것 같이
음악을 스포츠로 평가 말길
우린 대식구
I’m the newest playa on the block
Mr P yeah he the boss
La Familia call ‘em shots
나의 출입구 허락된 소수만 입장해
내공 없이 유명세 탄
너흰 입장 불가해 yah
One little small dick rubbin’
on a fat chick tummy
ain’t it funny how y’all act
that’s a fact bitch
Told ya I got skills
말 안 해도 feel
우리 식구 덕에 성공했지
got no chill
Hold up wait
더 크게 될 놈이야
말이 좀 일렀어 bruh
내 실력 담보로 말하는 것이니
시간문제야 내 앞길은 더
I feel like I’m always on fire
I ain’t gonna stop
‘till I’m dead alright
The whole world gon’ see me
goin’ higher
내가 어떤 놈인지 잘 봐
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
while we sippin’ Jameson
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
yeah we breakin’ bread too
난 늘 처음처럼 참이슬
상관없이 다 마셨고
5년 전에도 난 깡소주
변했다면 fuck you
even mama knew
She still prayin’
내가 studio에서
술을 마시고 있을 때도
Hi-Lite hand sign
모아 축배를 들어
hallelujah
Palo 형이 나의 사장님이니
절대 나는 망할 수 없지
병신들은 또 변함없이
자기만의 논리대로 수다를 떨지
한심하지만 감사하지
쟤네 덕분에 우리는 돈을 벌지
Ironic ain’t it
주둥아릴 닫은 애들이
할 말이 졸라 많네
Can’t complain ‘cause we eatin’
우리 회사엔 모두가 다 식신
작업실이 우리의 kitchen
then I’m Gordon Ramsay
for you bitches
My life so bright
확신이 있지
우리 motto대로 보여 빛이
형들 사이에 내가 제일 김치
그래서 믿고 김칫국 마시지 uhh
자 여기 커다란 바나나
아주 먹기 좋게 잘라서 배식 중
한 번 맛을 보면
모두 엄질 위로 치켜세워
Berry good
비싼 조미료 없이도 맛을 내
모두를 사로잡아 단숨에
자리에서 일어나 박수 보내
입소문 타고 수직 상승해
우린 매니아들 사이에선
최고의 맛집
미슐랭 가이드 엿 먹이네 하나씩
도구를 탓하지 않는 장인의 방식
명예를 얻은 후엔
이제 뭐가 남아있지
돈 more money
우린 이제 이런 말 할 자격 있지
전 세계에서
이 맛을 보려고 몰려드는데
이 새끼야 당연하지
폐기처분 되기 전에 때려 쳐
어디 가서 추억이나 되짚어
난 돼지껍데기처럼 씹기 힘들어
자존심만 강한 넌 베지터
개 풀 뜯어 먹네 니가 star chef
계속 개 풀 뜯어 먹어 채식주의
우린 어떻게 만들어도 최고급 요리
even 김치 살짝 얹은
pastry wahh
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
while we sippin’ Jameson
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
yeah we breakin’ bread too
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
while we sippin’ Jameson
우린 대식구 변한 거 없잖아
우리 attitude
늘어가는 새 식구
yeah we breakin’ bread too",REDDY,2018.01.29,"10,340",랩/힙합
OK!,"너와 나 둘인데 왜 우린 0인지
버티지만 더 느끼지 못하지

My baby says she wanna
dance with a ghost
She wants to leave me uh
말을 해 줘 맘이 안 보여
Just come and see me uh
OK OK OK OK

My baby says she wanna
dance with a ghost
She wants to leave me uh
화내도 돼 싸워도 돼
조금만 더 room을 둬
OK OK OK OK

What you want
what you want shawty
이리도 멀어져 버렸으니
차갑게 나를 보네
내가 달라질게
If you want it

My baby says she wanna
dance with a ghost
She wants to leave me uh
말을 해 줘 맘이 안 보여
Just come and see me uh
OK OK OK OK

My baby says she wanna
dance with a ghost
She wants to leave me uh
화내도 돼 싸워도 돼
조금만 더 room을 둬
OK OK OK OK

메말랐던 대화는 조금씩 살이 차고
두 머릿속 화났던 일들은 지워내고
Give us a try 서로를 잘 알잖아
DJ Play my song

처음부터 다투고 매일 삐걱대고
진심인 날 너만 믿지 못한 My show
Yeah 대답 없는 벨
눌러봐도 불러도 Gone
Yeah 이제 충분해
모든 게 새로운 걸

What you want
what you want shawty
그렇게 넌 나를 밀어 대니
뭐가 그리 화났니
그냥 다 뱉어봐
If you want it

My baby says she wanna
dance with a ghost
She wants to leave me uh
말을 해 줘 맘이 안 보여
Just come and see me uh
OK OK OK OK

My baby says she wanna
dance with a ghost
She wants to leave me uh
화내도 돼 싸워도 돼
조금만 더 room을 둬
OK OK OK OK

빛나던 너잖아 I know I know
더 기다릴래 Want it so bad
Baby just want you to come back

I’m in the game
you can bet you the boss
맘 끌린 대로
We can dip and get lost
(and go crazy)
뭐가 가치 있는 건지
네가 바꾼 날 좀 봐
다른 이의 품은
차가운 공허함
그뿐일 메마름
(All around me 네가 필요해)
All around me
그 많은 좋은 것들 네가 보여준
많은 게 달라졌어
나쁜 버릇 다 버려
If you down I can take you
절대 혼자 두지 않지
지금 이 불안정함
서로를 믿지 못함
이겨내 할 수 있어
Yeah 나를 포기하지 말아
지금 여기 너를 원하니까 Uh OK!

My baby says she wanna
dance with a ghost
She wants to leave me uh
말을 해 줘 맘이 안 보여
Just come and see me uh
OK OK OK OK

My baby says she wanna
dance with a ghost
She wants to leave me uh
화내도 돼 싸워도 돼
조금만 더 room을 둬
OK OK OK OK",NCT U,2021.12.14,"16,936",랩/힙합
쓰레기 (Feat. 옥상달빛),"너는 천사다
난 쓰레긴데
나같은 놈은 잊고 잘살아 꼭
너는 천사다
난 쓰레긴데
더 좋은 사람 만나
mi cyan live without u, gyal
사실 그대 곁에 다른 남자 있는걸
볼 자신이 나는 아직 없는데
이렇게 힘들지 정말 몰랐어
그녀 얼굴 잊는게
나 미안해 그날 밤 그댄 그렇게
서럽게 울었는데
네 옆에 난 네 옆에 난
주머니가 텅빈 난
아무 말도 못했지
오오오 그대 걱정이 돼서
안 그래도 안 먹던 밥은
잘 챙겨 먹는지
오오오 내가 보고 싶은지
아니겠지 아닐꺼야
꼭 아니어야해
너는 천사다
난 쓰레긴데
나같은 놈은 잊고 잘살아
꼭 너는 천사다
난 쓰레긴데
더 좋은 사람 만나 잘살아죠
그녀는 자기 옷은 한벌도 안
사면서 내 옷은 꼭 사줬었지
밖에 나가서 기죽지 말라고
내 남자는 어디가서도
젤 멋있어야 한다고
내 지갑이 채워질수록
우리 사랑은 가난해져만가네
나는 몇번이나 어겼던걸까
너와의 약속을
오오오 그대 걱정이 돼서
안그래도 안먹던 밥은 잘 챙겨먹는지
오오오 내가 보고싶은지
아니겠지 아닐꺼야 꼭 아니어야해
너는 천사다
난 쓰레긴데
나같은 놈은 잊고 잘살아 꼭
너는 천사다
난 쓰레긴데
더 좋은 사람 만나 잘살아죠
아무렇지도 않냐는 너의 그 말에
괜찮타곤했지만
사실 난 그날 집에 오는길에
펑펑 울었죠
너에겐 보일수는 없으니깐
이 눈물 보일순 없으니깐
못난 남자니깐
그대 돌아설때 살짝 스친 눈물
내가 잘못 봤나요
그댄 아니 라고 말해도
이제라도 내게 돌아와줘요
나처럼 울고있다면
너는 천사다
난 쓰레긴데
나같은 놈은 잊고 잘살아 꼭
너는 천사다
난 쓰레긴데
더 좋은 사람 만나 잘살아죠",스컬,2012.03.08,"7,339",랩/힙합
Stupid Love (Feat. Crush),"내 전 여자들은 꽤나 괜찮은
놈을 새로 만나서 내가 줬던
반지를 뺐지
가끔은 생각을 해 그녀들을
대신해 내가 택한
이 꿈이란 게 뭔지
죽을 것 같이 아파한 시간
너를 미워했었던 순간을 지나
그 모든게 이제서야 희미해졌어
네 사진을 봐도 아무렇지가 않아
근데 왜 마음은 더 닫히는 걸까
어느 누구에게라도
다치기가 싫은걸까
감정의 인스턴트화 난 그 안에서
마비가 되어가는 느낌이야
시간이 지났고 조금 더 자랐고
누군가의 손을 잡을 줄만 알았던
나는 지금 바보가 된 듯해
I don't know how to love
어쩔 땐 다가가기 바빠
또 달아날까봐 날 감춰
표현할 순 없어도 난 느끼고 있어
다짐해봐도 바보같이 말도 못 하고
거울 앞의 나만 욕하고
초라하기만 하고
Stupid Love Stupid Love
굳이 넌 신경 쓰지 않아도 돼
Stupid Love Stupid Love
난 그저 너만 떠올리게 돼
봄 처럼 다가온 너
넋을 잃었지 날 새로이 덧칠해줘
가랑비처럼 스며들어
익숙해졌지 처음으로 느꼈지
아마도 내 사랑의 데뷔작의
주연은 너
그런데도 난 네 기대를 무너뜨려
주변에서 들은 말들은 많은데
막상 해보려니 머리로만 아는 게
전부였던 내 사랑방식
멋 부렸던 예전과는 달리
나 절실해 이번엔 안놓쳐
밀어붙여도 이해해줘 불도저
반복되는 실수 밀당의 기술
그런거 몰라도 그냥 네가 나일 수
있도록 해 그러니 믿도록 해
배워가는 중 How to Love
I don't know How to love
Girl I don't know How to love
사랑이란 단어가 난 아직 서툴러
널 바라보는 마음 한 마디로
Stupid love
I don't know How to love
Girl I don't know How to love
사랑이란 단어가 늘 곁에 머물러
널 바라보는 마음 한 마디로
Stupid love
어쩔 땐 다가가기 바빠
또 달아날까봐 날 감춰
표현할 순 없어도 난 느끼고 있어
다짐해봐도 바보같이 말도 못 하고
거울 앞의 나만 욕하고
초라하기만 하고
Stupid Love Stupid Love
굳이 넌 신경 쓰지 않아도 돼
Stupid Love Stupid Love
난 그저 너만 떠올리게 돼",리듬파워,2014.01.23,"15,301",랩/힙합
Wave (Feat. CAMO),"우리 이제 wave 올라가자 위로
우리 이제 wave 손을 잡고 위로
우리 둘이 let’s go up
해가질 때까지 party don’t stop
Woahh woahh this my wave this my wave
Woahh woahh 우리 둘이 up all night
I been on the road now
I been doing shows now
I been going way up
Know we really came up
Aye
Big bag
We gon spend it on the weekend
Ball out yah we do this every season
Why you really tripping
Know we really winning
All this water on me
Looks like I went fishing
I been on my own wave
Prolly why they gon hate
I been in own lane
Don’t care what they gon say
Just grab my hand
Just grab my hand
Let’s not really worry bout nothing
Let’s raise our hands
Let’s raise our hands
Cuz we really came up from nothing
Na na na na na na na
Na na na na na na na
Na na na na na na na
Na na na na na na na
우리 이제 wave 올라가자 위로
우리 이제 wave 손을잡고 위로
우리 둘이 let’s go up
해가질 때까지 party don’t stop
Woahh woahh this ma wave this my wave
Woahh woahh 우리 둘이 up all night
Yea 우리 둘이 up all night
올라타면 돼 그냥 hop on my tide
I’m here with the bags
and they real big now
복잡하게 따지지마
if it’s wrong or right yeah
깍지 끼고 날아 babe I know you want it
달려왔어 man from zero to a hunnit
Why you trippin like the other guys
너뿐인데
올라갈 일밖에 없어 그저 믿으면 돼
When I was fed up yeah
you were right beside me
With the vibes with the sight
just without the maybe
Do you remember the first align
Felt alive like paradise
Na na na na na na na
Na na na na na na na
Na na na na na na na
Na na na na na na na
우리 이제 wave 올라가자 위로
우리 이제 wave 손을 잡고 위로
우리 둘이 let’s go up
해가질 때까지 party don’t stop
Woahh woahh this ma wave this my wave
Woahh woahh 우리 둘이 up all night",JMIN,2021.08.13,"1,313",랩/힙합
그 사랑 무엇인가요,"수많은 사랑을 했네요
한번도 거짓된 적이 없었죠
서로를 속인 적도 없네요
나는 그저 나를 속였던거죠
나는 술에 취한 그대의 모습이
표정과 말투도 싫었을텐데
그 사랑 무엇인가요
원망의 이유를 전부 다 가려 버리고
그대만 원하게 했던 그 날은
어떤 사랑이었나요
전부 알고 있어 겁났던 마음이
사랑이 돼 버리고 난 후에
다 가려졌던 모든 것들이
바람이 되어 돌아 오네요
거짓말을 재촉하고
알고 있었단 말로
날 자꾸 위로하죠
이 사랑 무엇인가요
알고 있어도 하게 되는
사랑이 있네요
수많은 사랑을 했네요
한번도 거짓된 적이 없었죠",오반,2021.11.14,"2,541","랩/힙합, 인디음악"
Kissinterlude,"오늘밤 이 거리위에 번진
우리 둘의 입김
쥐가 죽엇나봐
너무 조용한 이 길
시계처럼 my heart is tickin
아 쪽팔려 떨려
u can call me chicken
wait a minute
심호흡좀 하고요
breathe out and breathe in baby
don't go i'm still here
1 and 2 and 2 3 4 5 and
굳게 다물어진 입술을 찢지
now it's time for us to kiss
포개놓은 입술은 우리란 샌드위치
난 안남기지
맛있게 나도 먹고 너에게도 먹이지
난 개 넌 bitch 먹이를 보듯 댐비지
wanted to slow down
but we both know it ain't easy
금방 지나가버리지
like another weekends
밤이 지나도 우린 입 안다물었고
서로를 꽉 꽉 깨물었고
let's do it again
let's do it again
밤이 지나도 우린 입 안다물었고
서로를 꽉 꽉 깨물었고
let's do it again
let's do it again",Jazzyfact,2010.10.26,"10,514",랩/힙합
러브미 (love me) (feat. Hoody),"Say that you love me
Like we use to be baby
Say that you hate me
Like we use to be baby
And the pieces are fallin'
Somethings gotta
either change baby
You was one and only
Girl you use to love me
Girl u know we've been back
다시 돌아올 수 있니
난 기억해 수많은 Mistakes
이젠 그게 뭐가 중요해
Nothings ever be the same
산다는 게 너 없이는 다 지루해
어떡해 이런 널 비워내
어떡해 이런 널 지워내
그 거리가 편하니
보일 정도가 안전하니
나 아닌 다른 사랑을 하긴
우리 기억이 선명하니
모든 게 나에게 하는 말 같아서
우리의 걸음은 아직 가까워서
내 방에는 너의 향기가 남아
아직도 차가워
Say that you love me
Like we use to be baby
Say that you hate me
Like we use to be baby
And the pieces are fallin'
Somethings gotta
either change baby
You was one and only
Girl you use to love me
Don’t say that you love me
얼마나 깊은 맘이었는지 그건
말로 표현할 수 없어 그땐
우린 하나였잖아
운명이었던 것처럼
수많은 실수들 지나간 일이라 해도
우리 미래를 사라지게 했어
돌아가기엔 너무 멀리
널 벗어나 버렸고
다시 시작하기엔
아픈 기억들이 선명해
이젠 이 자리에서
네 눈에 띄더라도 난
바라볼 수 없어 널 그저 희미해질 뿐
Something got between us
이젠 우린 반대로 가지
You was my lover
Baby u know I gave it all
Something got between us
이젠 우린 반대로 가지
You was my lover
Baby u know I gave it all
Say that you love me
Like we use to be baby
Say that you hate me
Like we use to be baby
And the pieces are fallin'
Somethings gotta
either change baby
You was one and only
Girl you use to love me",나플라 (nafla),2020.01.06,"7,397",랩/힙합
